N	D	1	2	3	4	5	6	7	8	9	10
580	1	16	15	15	15	11	11	13	11	8	7
589	1	16	16	14	13	9	10	12	12	7	9
595	1	17	15	13	13	10	11	11	13	7	9
623	1	15	16	15	14	11	11	12	13	7	7
639	1	15	15	13	15	10	10	13	12	9	7
648	1	17	16	14	13	10	11	11	13	9	8
660	1	15	15	13	14	10	11	12	11	7	7
677	1	17	17	15	13	9	9	11	13	9	9
702	1	15	17	13	14	9	9	12	11	9	8
703	1	17	16	14	14	10	10	11	13	8	8
725	1	17	17	13	14	10	9	11	13	8	7
733	1	13	14	12	13	7	8	10	11	6	5
739	1	17	16	13	13	9	9	13	12	8	8
741	1	15	13	12	11	7	7	11	11	7	6
742	1	15	16	13	13	11	9	12	11	7	8
757	1	17	16	14	15	10	10	12	11	9	9
769	1	16	15	15	14	9	9	12	12	8	8
771	1	17	15	14	13	10	11	12	11	9	8
772	1	16	15	15	13	10	10	13	13	7	7
779	1	17	16	15	15	10	10	13	13	8	7
780	1	17	16	15	15	10	9	11	13	8	9
786	1	16	15	15	14	11	10	12	12	8	8
799	1	17	15	15	14	11	11	11	13	8	8
807	1	17	15	14	15	10	11	13	11	7	7
829	1	17	16	13	15	10	9	12	13	8	7
835	1	17	16	13	15	10	9	12	13	8	8
841	1	17	16	14	13	10	11	11	11	7	7
845	1	15	16	15	15	10	9	12	11	9	7
858	1	16	17	15	14	11	11	11	11	8	9
859	1	24	24	20	20	16	16	19	20	16	15
860	1	17	15	13	14	11	10	13	12	7	7
863	1	24	22	20	21	16	17	20	20	14	14
869	1	16	16	14	14	11	11	13	11	9	8
890	1	16	16	15	15	9	10	12	13	9	9
891	1	15	17	13	15	11	11	12	12	9	7
892	1	16	15	13	14	9	11	12	12	7	7
899	1	16	17	13	13	9	9	11	11	9	9
902	1	17	17	13	15	10	9	13	11	7	9
903	1	16	17	15	15	11	10	13	12	7	7
904	1	17	15	15	15	10	11	11	11	8	7
905	1	17	16	13	15	11	10	12	13	9	9
906	1	16	17	14	14	10	10	13	11	9	7
909	1	17	17	13	15	11	11	13	12	8	7
913	1	17	15	15	14	11	9	12	12	9	8
919	1	15	16	15	15	10	10	13	13	9	9
924	1	17	17	14	14	11	11	11	11	8	9
930	1	30	30	28	29	23	23	27	27	23	22
941	1	15	15	13	13	9	9	11	12	8	7
946	1	24	23	21	21	18	16	20	20	14	15
960	1	15	15	13	14	9	11	13	12	8	9
962	1	16	17	13	14	11	9	13	12	8	9
968	1	15	17	15	15	11	9	12	12	9	7
978	1	17	17	15	13	10	9	13	11	8	7
987	1	15	17	15	15	10	10	12	12	8	7
1008	1	23	24	21	21	18	16	19	18	14	16
1011	1	17	17	13	14	9	10	11	12	7	7
1018	1	17	15	13	15	9	11	12	13	7	7
1031	1	17	15	15	15	11	10	11	12	9	9
1040	1	15	17	13	15	10	10	13	12	9	7
1043	1	15	17	13	15	9	10	13	12	8	8
1050	1	17	15	14	14	10	11	13	11	7	8
1062	1	16	15	15	14	9	11	12	12	8	7
1088	1	17	17	15	14	10	10	11	13	8	9
1094	1	17	15	14	14	9	9	12	11	7	7
1131	1	24	22	20	22	17	17	20	20	15	14
1140	1	17	15	14	14	10	11	13	11	8	8
1152	1	22	22	20	22	16	16	20	19	15	14
1157	1	31	31	27	27	23	23	27	25	23	21
1168	1	15	15	13	15	10	9	13	13	9	9
1172	1	15	17	15	13	9	10	12	13	8	9
1185	1	16	17	15	13	9	10	13	12	8	7
1186	1	17	15	15	14	10	10	13	12	9	8
1196	1	17	15	14	15	11	9	12	11	9	8
1206	1	17	15	14	15	10	11	13	13	9	8
1220	1	17	16	13	15	11	11	12	11	7	9
1252	1	15	16	15	15	10	9	13	11	9	7
1313	1	16	15	13	14	11	11	13	12	9	9
1315	1	17	16	14	14	10	10	13	12	7	8
1334	1	15	17	15	13	11	10	13	12	8	9
1341	1	17	17	14	13	9	9	11	11	7	8
1363	1	17	16	15	14	11	11	13	13	8	8
1388	1	16	17	15	13	9	11	13	11	7	9
1393	1	36	36	35	36	32	30	33	32	30	30
1407	1	16	17	13	13	11	9	11	11	7	7
1419	1	15	16	13	14	9	11	11	12	8	9
1443	1	16	17	15	13	11	9	11	12	8	8
1457	1	16	16	13	15	11	10	13	11	7	8
1464	1	16	17	14	13	9	10	12	13	8	8
1465	1	17	17	14	15	9	9	11	11	8	7
1471	1	17	15	14	14	10	9	12	11	8	9
1472	1	15	15	13	13	10	9	12	11	9	9
1474	1	16	15	14	13	9	11	12	12	8	9
1485	1	17	16	14	13	10	11	13	13	7	7
1489	1	15	15	13	14	9	10	12	12	9	7
1502	1	17	16	15	14	9	9	13	13	7	9
1503	1	16	17	13	14	11	10	12	13	8	8
1506	1	16	17	15	13	9	11	11	11	7	8
1510	1	15	15	14	14	9	10	12	13	8	9
1524	1	17	15	13	14	10	9	11	13	8	8
1534	1	17	16	15	14	11	10	11	11	8	9
1548	1	16	15	13	13	9	11	13	12	8	7
1552	1	15	17	13	14	9	11	11	12	7	9
1557	1	17	16	13	14	11	11	11	12	9	7
1562	1	17	15	14	13	11	9	12	11	9	7
1566	1	17	16	13	13	11	11	11	13	8	7
1567	1	17	16	13	14	10	11	12	11	8	9
1579	1	17	16	15	15	11	9	11	11	8	7
1586	1	17	16	14	15	9	10	13	11	7	8
1613	1	16	17	14	14	11	9	13	11	9	7
1638	1	17	17	13	15	9	11	11	12	7	9
1639	1	17	16	14	14	11	10	11	13	7	7
1643	1	16	15	13	13	10	11	11	12	9	7
1652	1	17	16	14	15	11	10	13	13	8	8
1655	1	16	16	14	14	11	10	13	11	7	9
1661	1	17	15	15	15	10	10	11	11	7	8
1679	1	16	15	13	13	11	10	13	11	7	9
1705	1	16	15	15	14	9	11	12	11	8	7
1735	1	15	17	14	13	10	11	12	11	7	9
1761	1	14	15	13	12	9	7	9	9	6	5
1768	1	15	16	13	13	11	10	11	11	8	9
1776	1	15	17	15	15	11	10	13	11	9	8
1781	1	24	23	21	22	17	18	19	19	14	14
1784	1	17	15	15	14	10	10	12	13	8	8
1786	1	16	15	15	15	9	9	11	11	7	7
1791	1	17	15	15	14	9	9	12	11	9	9
1807	1	16	16	14	14	11	11	13	13	8	7
1816	1	15	15	13	13	10	9	11	12	9	9
1831	1	15	15	15	13	9	11	13	12	8	9
1833	1	17	17	13	15	9	10	11	13	9	7
196	2	15.5	15.5	14.5	12.5	9.5	8.5	11.5	10.5	8.5	7.5
197	2	15.5	15.5	14.5	12.5	9.5	8.5	11.5	10.5	8.5	7.5
199	2	23.5	23.5	20.5	19.5	15.5	17.5	19.5	19.5	15.5	15.5
202	2	14.5	12.5	12.5	10.5	7.5	8.5	9.5	9.5	5.5	6.5
203	2	12.5	12.5	11.5	10.5	7.5	8.5	8.5	9.5	6.5	4.5
216	2	15.5	16.5	14.5	12.5	8.5	8.5	12.5	12.5	6.5	7.5
218	2	15.5	16.5	14.5	12.5	9.5	9.5	10.5	10.5	7.5	6.5
225	2	14.5	15.5	14.5	13.5	8.5	9.5	10.5	11.5	6.5	6.5
234	2	14.5	16.5	14.5	13.5	9.5	9.5	10.5	11.5	7.5	7.5
246	2	13.5	14.5	12.5	10.5	6.5	8.5	10.5	10.5	4.5	5.5
271	2	23.5	22.5	20.5	20.5	16.5	17.5	17.5	19.5	15.5	13.5
276	2	16.5	14.5	12.5	14.5	8.5	10.5	11.5	10.5	8.5	7.5
283	2	14.5	12.5	10.5	11.5	7.5	6.5	9.5	10.5	4.5	5.5
289	2	16.5	16.5	13.5	13.5	9.5	9.5	11.5	10.5	6.5	8.5
290	2	16.5	16.5	12.5	14.5	8.5	10.5	12.5	11.5	7.5	7.5
297	2	15.5	16.5	13.5	12.5	10.5	10.5	12.5	10.5	8.5	8.5
298	2	14.5	15.5	13.5	12.5	10.5	8.5	12.5	12.5	6.5	7.5
308	2	16.5	15.5	13.5	13.5	9.5	8.5	12.5	12.5	7.5	6.5
311	2	15.5	14.5	13.5	13.5	10.5	9.5	12.5	10.5	8.5	8.5
334	2	16.5	16.5	13.5	14.5	9.5	8.5	11.5	10.5	6.5	7.5
353	2	14.5	16.5	13.5	14.5	10.5	8.5	12.5	11.5	6.5	6.5
358	2	16.5	16.5	12.5	13.5	8.5	10.5	11.5	10.5	8.5	6.5
359	2	16.5	14.5	14.5	14.5	9.5	8.5	11.5	10.5	7.5	6.5
367	2	15.5	16.5	14.5	13.5	10.5	9.5	10.5	12.5	7.5	7.5
381	2	15.5	15.5	12.5	14.5	8.5	10.5	12.5	10.5	8.5	6.5
386	2	15.5	14.5	14.5	12.5	9.5	9.5	11.5	12.5	6.5	8.5
389	2	15.5	15.5	13.5	12.5	8.5	10.5	11.5	11.5	6.5	7.5
396	2	15.5	16.5	12.5	12.5	10.5	10.5	10.5	10.5	8.5	7.5
404	2	16.5	15.5	14.5	14.5	10.5	10.5	11.5	12.5	7.5	7.5
411	2	14.5	16.5	14.5	14.5	9.5	10.5	12.5	10.5	6.5	6.5
412	2	16.5	15.5	13.5	13.5	9.5	8.5	10.5	10.5	6.5	7.5
434	2	16.5	15.5	13.5	14.5	10.5	9.5	10.5	12.5	6.5	6.5
442	2	16.5	14.5	13.5	14.5	8.5	8.5	11.5	12.5	7.5	8.5
443	2	14.5	16.5	12.5	13.5	10.5	8.5	12.5	12.5	7.5	7.5
462	2	21.5	22.5	20.5	19.5	15.5	16.5	19.5	19.5	13.5	14.5
473	2	15.5	16.5	14.5	13.5	8.5	9.5	12.5	12.5	8.5	6.5
475	2	14.5	16.5	14.5	14.5	9.5	8.5	11.5	10.5	8.5	7.5
479	2	16.5	14.5	13.5	12.5	10.5	8.5	12.5	10.5	6.5	7.5
480	2	22.5	21.5	19.5	19.5	15.5	15.5	18.5	19.5	13.5	13.5
487	2	16.5	14.5	14.5	14.5	10.5	8.5	11.5	11.5	8.5	8.5
505	2	14.5	15.5	13.5	12.5	10.5	8.5	10.5	11.5	8.5	8.5
506	2	15.5	16.5	14.5	13.5	8.5	9.5	11.5	12.5	7.5	8.5
514	2	15.5	14.5	13.5	12.5	10.5	8.5	12.5	11.5	7.5	7.5
516	2	16.5	14.5	13.5	12.5	8.5	10.5	11.5	11.5	6.5	6.5
534	2	16.5	14.5	13.5	12.5	9.5	8.5	12.5	11.5	8.5	8.5
544	2	16.5	16.5	12.5	14.5	8.5	10.5	11.5	12.5	6.5	8.5
546	2	16.5	15.5	12.5	14.5	9.5	8.5	11.5	10.5	6.5	7.5
551	2	36.5	36.5	33.5	33.5	29.5	30.5	31.5	31.5	29.5	29.5
580	2	15.5	14.5	14.5	14.5	10.5	10.5	12.5	10.5	7.5	6.5
589	2	15.5	15.5	13.5	12.5	8.5	9.5	11.5	11.5	6.5	8.5
595	2	16.5	14.5	12.5	12.5	9.5	10.5	10.5	12.5	6.5	8.5
623	2	14.5	15.5	14.5	13.5	10.5	10.5	11.5	12.5	6.5	6.5
639	2	14.5	14.5	12.5	14.5	9.5	9.5	12.5	11.5	8.5	6.5
648	2	16.5	15.5	13.5	12.5	9.5	10.5	10.5	12.5	8.5	7.5
660	2	14.5	14.5	12.5	13.5	9.5	10.5	11.5	10.5	6.5	6.5
677	2	16.5	16.5	14.5	12.5	8.5	8.5	10.5	12.5	8.5	8.5
702	2	14.5	16.5	12.5	13.5	8.5	8.5	11.5	10.5	8.5	7.5
703	2	16.5	15.5	13.5	13.5	9.5	9.5	10.5	12.5	7.5	7.5
725	2	16.5	16.5	12.5	13.5	9.5	8.5	10.5	12.5	7.5	6.5
733	2	12.5	13.5	11.5	12.5	6.5	7.5	9.5	10.5	5.5	4.5
739	2	16.5	15.5	12.5	12.5	8.5	8.5	12.5	11.5	7.5	7.5
741	2	14.5	12.5	11.5	10.5	6.5	6.5	10.5	10.5	6.5	5.5
742	2	14.5	15.5	12.5	12.5	10.5	8.5	11.5	10.5	6.5	7.5
757	2	16.5	15.5	13.5	14.5	9.5	9.5	11.5	10.5	8.5	8.5
769	2	15.5	14.5	14.5	13.5	8.5	8.5	11.5	11.5	7.5	7.5
771	2	16.5	14.5	13.5	12.5	9.5	10.5	11.5	10.5	8.5	7.5
772	2	15.5	14.5	14.5	12.5	9.5	9.5	12.5	12.5	6.5	6.5
779	2	16.5	15.5	14.5	14.5	9.5	9.5	12.5	12.5	7.5	6.5
780	2	16.5	15.5	14.5	14.5	9.5	8.5	10.5	12.5	7.5	8.5
786	2	15.5	14.5	14.5	13.5	10.5	9.5	11.5	11.5	7.5	7.5
799	2	16.5	14.5	14.5	13.5	10.5	10.5	10.5	12.5	7.5	7.5
807	2	16.5	14.5	13.5	14.5	9.5	10.5	12.5	10.5	6.5	6.5
829	2	16.5	15.5	12.5	14.5	9.5	8.5	11.5	12.5	7.5	6.5
835	2	16.5	15.5	12.5	14.5	9.5	8.5	11.5	12.5	7.5	7.5
841	2	16.5	15.5	13.5	12.5	9.5	10.5	10.5	10.5	6.5	6.5
845	2	14.5	15.5	14.5	14.5	9.5	8.5	11.5	10.5	8.5	6.5
858	2	15.5	16.5	14.5	13.5	10.5	10.5	10.5	10.5	7.5	8.5
859	2	23.5	23.5	19.5	19.5	15.5	15.5	18.5	19.5	15.5	14.5
860	2	16.5	14.5	12.5	13.5	10.5	9.5	12.5	11.5	6.5	6.5
863	2	23.5	21.5	19.5	20.5	15.5	16.5	19.5	19.5	13.5	13.5
869	2	15.5	15.5	13.5	13.5	10.5	10.5	12.5	10.5	8.5	7.5
890	2	15.5	15.5	14.5	14.5	8.5	9.5	11.5	12.5	8.5	8.5
891	2	14.5	16.5	12.5	14.5	10.5	10.5	11.5	11.5	8.5	6.5
892	2	15.5	14.5	12.5	13.5	8.5	10.5	11.5	11.5	6.5	6.5
899	2	15.5	16.5	12.5	12.5	8.5	8.5	10.5	10.5	8.5	8.5
902	2	16.5	16.5	12.5	14.5	9.5	8.5	12.5	10.5	6.5	8.5
903	2	15.5	16.5	14.5	14.5	10.5	9.5	12.5	11.5	6.5	6.5
904	2	16.5	14.5	14.5	14.5	9.5	10.5	10.5	10.5	7.5	6.5
905	2	16.5	15.5	12.5	14.5	10.5	9.5	11.5	12.5	8.5	8.5
906	2	15.5	16.5	13.5	13.5	9.5	9.5	12.5	10.5	8.5	6.5
909	2	16.5	16.5	12.5	14.5	10.5	10.5	12.5	11.5	7.5	6.5
913	2	16.5	14.5	14.5	13.5	10.5	8.5	11.5	11.5	8.5	7.5
919	2	14.5	15.5	14.5	14.5	9.5	9.5	12.5	12.5	8.5	8.5
924	2	16.5	16.5	13.5	13.5	10.5	10.5	10.5	10.5	7.5	8.5
930	2	29.5	29.5	27.5	28.5	22.5	22.5	26.5	26.5	22.5	21.5
941	2	14.5	14.5	12.5	12.5	8.5	8.5	10.5	11.5	7.5	6.5
946	2	23.5	22.5	20.5	20.5	17.5	15.5	19.5	19.5	13.5	14.5
960	2	14.5	14.5	12.5	13.5	8.5	10.5	12.5	11.5	7.5	8.5
962	2	15.5	16.5	12.5	13.5	10.5	8.5	12.5	11.5	7.5	8.5
968	2	14.5	16.5	14.5	14.5	10.5	8.5	11.5	11.5	8.5	6.5
978	2	16.5	16.5	14.5	12.5	9.5	8.5	12.5	10.5	7.5	6.5
987	2	14.5	16.5	14.5	14.5	9.5	9.5	11.5	11.5	7.5	6.5
1008	2	22.5	23.5	20.5	20.5	17.5	15.5	18.5	17.5	13.5	15.5
1011	2	16.5	16.5	12.5	13.5	8.5	9.5	10.5	11.5	6.5	6.5
1018	2	16.5	14.5	12.5	14.5	8.5	10.5	11.5	12.5	6.5	6.5
1031	2	16.5	14.5	14.5	14.5	10.5	9.5	10.5	11.5	8.5	8.5
1040	2	14.5	16.5	12.5	14.5	9.5	9.5	12.5	11.5	8.5	6.5
1043	2	14.5	16.5	12.5	14.5	8.5	9.5	12.5	11.5	7.5	7.5
1050	2	16.5	14.5	13.5	13.5	9.5	10.5	12.5	10.5	6.5	7.5
1062	2	15.5	14.5	14.5	13.5	8.5	10.5	11.5	11.5	7.5	6.5
1088	2	16.5	16.5	14.5	13.5	9.5	9.5	10.5	12.5	7.5	8.5
1094	2	16.5	14.5	13.5	13.5	8.5	8.5	11.5	10.5	6.5	6.5
1131	2	23.5	21.5	19.5	21.5	16.5	16.5	19.5	19.5	14.5	13.5
1140	2	16.5	14.5	13.5	13.5	9.5	10.5	12.5	10.5	7.5	7.5
1152	2	21.5	21.5	19.5	21.5	15.5	15.5	19.5	18.5	14.5	13.5
1157	2	30.5	30.5	26.5	26.5	22.5	22.5	26.5	24.5	22.5	20.5
1168	2	14.5	14.5	12.5	14.5	9.5	8.5	12.5	12.5	8.5	8.5
1172	2	14.5	16.5	14.5	12.5	8.5	9.5	11.5	12.5	7.5	8.5
1185	2	15.5	16.5	14.5	12.5	8.5	9.5	12.5	11.5	7.5	6.5
1186	2	16.5	14.5	14.5	13.5	9.5	9.5	12.5	11.5	8.5	7.5
1196	2	16.5	14.5	13.5	14.5	10.5	8.5	11.5	10.5	8.5	7.5
1206	2	16.5	14.5	13.5	14.5	9.5	10.5	12.5	12.5	8.5	7.5
1220	2	16.5	15.5	12.5	14.5	10.5	10.5	11.5	10.5	6.5	8.5
1252	2	14.5	15.5	14.5	14.5	9.5	8.5	12.5	10.5	8.5	6.5
1313	2	15.5	14.5	12.5	13.5	10.5	10.5	12.5	11.5	8.5	8.5
1315	2	16.5	15.5	13.5	13.5	9.5	9.5	12.5	11.5	6.5	7.5
1334	2	14.5	16.5	14.5	12.5	10.5	9.5	12.5	11.5	7.5	8.5
1341	2	16.5	16.5	13.5	12.5	8.5	8.5	10.5	10.5	6.5	7.5
1363	2	16.5	15.5	14.5	13.5	10.5	10.5	12.5	12.5	7.5	7.5
1388	2	15.5	16.5	14.5	12.5	8.5	10.5	12.5	10.5	6.5	8.5
1393	2	35.5	35.5	34.5	35.5	31.5	29.5	32.5	31.5	29.5	29.5
1407	2	15.5	16.5	12.5	12.5	10.5	8.5	10.5	10.5	6.5	6.5
1419	2	14.5	15.5	12.5	13.5	8.5	10.5	10.5	11.5	7.5	8.5
1443	2	15.5	16.5	14.5	12.5	10.5	8.5	10.5	11.5	7.5	7.5
1457	2	15.5	15.5	12.5	14.5	10.5	9.5	12.5	10.5	6.5	7.5
1464	2	15.5	16.5	13.5	12.5	8.5	9.5	11.5	12.5	7.5	7.5
1465	2	16.5	16.5	13.5	14.5	8.5	8.5	10.5	10.5	7.5	6.5
1471	2	16.5	14.5	13.5	13.5	9.5	8.5	11.5	10.5	7.5	8.5
1472	2	14.5	14.5	12.5	12.5	9.5	8.5	11.5	10.5	8.5	8.5
1474	2	15.5	14.5	13.5	12.5	8.5	10.5	11.5	11.5	7.5	8.5
1485	2	16.5	15.5	13.5	12.5	9.5	10.5	12.5	12.5	6.5	6.5
1489	2	14.5	14.5	12.5	13.5	8.5	9.5	11.5	11.5	8.5	6.5
1502	2	16.5	15.5	14.5	13.5	8.5	8.5	12.5	12.5	6.5	8.5
1503	2	15.5	16.5	12.5	13.5	10.5	9.5	11.5	12.5	7.5	7.5
1506	2	15.5	16.5	14.5	12.5	8.5	10.5	10.5	10.5	6.5	7.5
1510	2	14.5	14.5	13.5	13.5	8.5	9.5	11.5	12.5	7.5	8.5
1524	2	16.5	14.5	12.5	13.5	9.5	8.5	10.5	12.5	7.5	7.5
1534	2	16.5	15.5	14.5	13.5	10.5	9.5	10.5	10.5	7.5	8.5
1548	2	15.5	14.5	12.5	12.5	8.5	10.5	12.5	11.5	7.5	6.5
1552	2	14.5	16.5	12.5	13.5	8.5	10.5	10.5	11.5	6.5	8.5
1557	2	16.5	15.5	12.5	13.5	10.5	10.5	10.5	11.5	8.5	6.5
1562	2	16.5	14.5	13.5	12.5	10.5	8.5	11.5	10.5	8.5	6.5
1566	2	16.5	15.5	12.5	12.5	10.5	10.5	10.5	12.5	7.5	6.5
1567	2	16.5	15.5	12.5	13.5	9.5	10.5	11.5	10.5	7.5	8.5
1579	2	16.5	15.5	14.5	14.5	10.5	8.5	10.5	10.5	7.5	6.5
1586	2	16.5	15.5	13.5	14.5	8.5	9.5	12.5	10.5	6.5	7.5
1613	2	15.5	16.5	13.5	13.5	10.5	8.5	12.5	10.5	8.5	6.5
1638	2	16.5	16.5	12.5	14.5	8.5	10.5	10.5	11.5	6.5	8.5
1639	2	16.5	15.5	13.5	13.5	10.5	9.5	10.5	12.5	6.5	6.5
1643	2	15.5	14.5	12.5	12.5	9.5	10.5	10.5	11.5	8.5	6.5
1652	2	16.5	15.5	13.5	14.5	10.5	9.5	12.5	12.5	7.5	7.5
1655	2	15.5	15.5	13.5	13.5	10.5	9.5	12.5	10.5	6.5	8.5
1661	2	16.5	14.5	14.5	14.5	9.5	9.5	10.5	10.5	6.5	7.5
1679	2	15.5	14.5	12.5	12.5	10.5	9.5	12.5	10.5	6.5	8.5
1705	2	15.5	14.5	14.5	13.5	8.5	10.5	11.5	10.5	7.5	6.5
1735	2	14.5	16.5	13.5	12.5	9.5	10.5	11.5	10.5	6.5	8.5
1761	2	13.5	14.5	12.5	11.5	8.5	6.5	8.5	8.5	5.5	4.5
1768	2	14.5	15.5	12.5	12.5	10.5	9.5	10.5	10.5	7.5	8.5
1776	2	14.5	16.5	14.5	14.5	10.5	9.5	12.5	10.5	8.5	7.5
1781	2	23.5	22.5	20.5	21.5	16.5	17.5	18.5	18.5	13.5	13.5
1784	2	16.5	14.5	14.5	13.5	9.5	9.5	11.5	12.5	7.5	7.5
1786	2	15.5	14.5	14.5	14.5	8.5	8.5	10.5	10.5	6.5	6.5
1791	2	16.5	14.5	14.5	13.5	8.5	8.5	11.5	10.5	8.5	8.5
1807	2	15.5	15.5	13.5	13.5	10.5	10.5	12.5	12.5	7.5	6.5
1816	2	14.5	14.5	12.5	12.5	9.5	8.5	10.5	11.5	8.5	8.5
1831	2	14.5	14.5	14.5	12.5	8.5	10.5	12.5	11.5	7.5	8.5
1833	2	16.5	16.5	12.5	14.5	8.5	9.5	10.5	12.5	8.5	6.5
196	3	15	15	14	12	9	8	11	10	8	7
197	3	15	15	14	12	9	8	11	10	8	7
199	3	23	23	20	19	15	17	19	19	15	15
202	3	14	12	12	10	7	8	9	9	5	6
203	3	12	12	11	10	7	8	8	9	6	4
216	3	15	16	14	12	8	8	12	12	6	7
218	3	15	16	14	12	9	9	10	10	7	6
225	3	14	15	14	13	8	9	10	11	6	6
234	3	14	16	14	13	9	9	10	11	7	7
246	3	13	14	12	10	6	8	10	10	4	5
271	3	23	22	20	20	16	17	17	19	15	13
276	3	16	14	12	14	8	10	11	10	8	7
283	3	14	12	10	11	7	6	9	10	4	5
289	3	16	16	13	13	9	9	11	10	6	8
290	3	16	16	12	14	8	10	12	11	7	7
297	3	15	16	13	12	10	10	12	10	8	8
298	3	14	15	13	12	10	8	12	12	6	7
308	3	16	15	13	13	9	8	12	12	7	6
311	3	15	14	13	13	10	9	12	10	8	8
334	3	16	16	13	14	9	8	11	10	6	7
353	3	14	16	13	14	10	8	12	11	6	6
358	3	16	16	12	13	8	10	11	10	8	6
359	3	16	14	14	14	9	8	11	10	7	6
367	3	15	16	14	13	10	9	10	12	7	7
381	3	15	15	12	14	8	10	12	10	8	6
386	3	15	14	14	12	9	9	11	12	6	8
389	3	15	15	13	12	8	10	11	11	6	7
396	3	15	16	12	12	10	10	10	10	8	7
404	3	16	15	14	14	10	10	11	12	7	7
411	3	14	16	14	14	9	10	12	10	6	6
412	3	16	15	13	13	9	8	10	10	6	7
434	3	16	15	13	14	10	9	10	12	6	6
442	3	16	14	13	14	8	8	11	12	7	8
443	3	14	16	12	13	10	8	12	12	7	7
462	3	21	22	20	19	15	16	19	19	13	14
473	3	15	16	14	13	8	9	12	12	8	6
475	3	14	16	14	14	9	8	11	10	8	7
479	3	16	14	13	12	10	8	12	10	6	7
480	3	22	21	19	19	15	15	18	19	13	13
487	3	16	14	14	14	10	8	11	11	8	8
505	3	14	15	13	12	10	8	10	11	8	8
506	3	15	16	14	13	8	9	11	12	7	8
514	3	15	14	13	12	10	8	12	11	7	7
516	3	16	14	13	12	8	10	11	11	6	6
534	3	16	14	13	12	9	8	12	11	8	8
544	3	16	16	12	14	8	10	11	12	6	8
546	3	16	15	12	14	9	8	11	10	6	7
551	3	36	36	33	33	29	30	31	31	29	29
580	3	15	14	14	14	10	10	12	10	7	6
589	3	15	15	13	12	8	9	11	11	6	8
595	3	16	14	12	12	9	10	10	12	6	8
623	3	14	15	14	13	10	10	11	12	6	6
639	3	14	14	12	14	9	9	12	11	8	6
648	3	16	15	13	12	9	10	10	12	8	7
660	3	14	14	12	13	9	10	11	10	6	6
677	3	16	16	14	12	8	8	10	12	8	8
702	3	14	16	12	13	8	8	11	10	8	7
703	3	16	15	13	13	9	9	10	12	7	7
725	3	16	16	12	13	9	8	10	12	7	6
733	3	12	13	11	12	6	7	9	10	5	4
739	3	16	15	12	12	8	8	12	11	7	7
741	3	14	12	11	10	6	6	10	10	6	5
742	3	14	15	12	12	10	8	11	10	6	7
757	3	16	15	13	14	9	9	11	10	8	8
769	3	15	14	14	13	8	8	11	11	7	7
771	3	16	14	13	12	9	10	11	10	8	7
772	3	15	14	14	12	9	9	12	12	6	6
779	3	16	15	14	14	9	9	12	12	7	6
780	3	16	15	14	14	9	8	10	12	7	8
786	3	15	14	14	13	10	9	11	11	7	7
799	3	16	14	14	13	10	10	10	12	7	7
807	3	16	14	13	14	9	10	12	10	6	6
829	3	16	15	12	14	9	8	11	12	7	6
