N	D	1	2	3	4	5	6	7	8	9	10
1698	4	21.5	21.5	19.5	17.5	14.5	13.5	17.5	17.5	12.5	13.5
1700	4	20.5	20.5	19.5	18.5	14.5	14.5	17.5	17.5	11.5	12.5
122	5	19	20	18	17	12	12	15	15	11	11
151	5	20	19	18	16	13	12	15	16	12	11
153	5	18	20	18	18	13	13	16	14	10	12
209	5	18	20	18	16	13	13	15	14	10	11
224	5	18	18	17	18	14	14	15	14	10	12
266	5	16	16	16	15	12	11	12	14	10	9
299	5	19	19	16	18	13	14	16	16	10	12
403	5	18	18	16	18	14	13	16	15	12	12
436	5	19	19	17	18	14	12	14	15	12	12
463	5	19	19	17	18	14	12	14	15	12	12
511	5	20	20	18	18	14	14	15	16	10	10
737	5	20	20	18	18	13	13	15	16	10	10
809	5	19	18	18	17	14	12	15	15	11	11
900	5	19	18	17	16	12	12	14	15	11	11
931	5	20	18	16	18	12	14	15	16	11	10
947	5	20	19	18	17	13	13	15	16	10	11
1010	5	20	20	18	16	13	13	15	14	12	11
1026	5	19	20	17	16	14	13	16	14	12	12
1188	5	18	18	18	16	14	12	14	16	10	12
1191	5	19	18	16	16	13	13	15	15	11	12
1201	5	20	19	18	18	14	14	16	14	11	12
1227	5	18	20	17	18	13	12	16	16	12	10
1306	5	20	18	16	16	12	13	16	14	11	12
1353	5	19	18	16	18	14	14	15	16	11	10
1383	5	20	19	18	17	12	14	15	15	12	12
1550	5	20	20	18	17	13	13	15	14	10	12
1651	5	19	19	17	16	14	14	14	14	10	12
1698	5	20	19	17	18	14	14	16	16	12	12
1700	5	18	19	16	16	12	14	14	15	11	11
122	6	19.5	20.5	18.5	17.5	12.5	12.5	15.5	15.5	11.5	11.5
151	6	20.5	19.5	18.5	16.5	13.5	12.5	15.5	16.5	12.5	11.5
153	6	18.5	20.5	18.5	18.5	13.5	13.5	16.5	14.5	10.5	12.5
209	6	18.5	20.5	18.5	16.5	13.5	13.5	15.5	14.5	10.5	11.5
224	6	18.5	18.5	17.5	18.5	14.5	14.5	15.5	14.5	10.5	12.5
266	6	16.5	16.5	16.5	15.5	12.5	11.5	12.5	14.5	10.5	9.5
299	6	19.5	19.5	16.5	18.5	13.5	14.5	16.5	16.5	10.5	12.5
403	6	18.5	18.5	16.5	18.5	14.5	13.5	16.5	15.5	12.5	12.5
436	6	19.5	19.5	17.5	18.5	14.5	12.5	14.5	15.5	12.5	12.5
463	6	19.5	19.5	17.5	18.5	14.5	12.5	14.5	15.5	12.5	12.5
511	6	20.5	20.5	18.5	18.5	14.5	14.5	15.5	16.5	10.5	10.5
737	6	20.5	20.5	18.5	18.5	13.5	13.5	15.5	16.5	10.5	10.5
809	6	19.5	18.5	18.5	17.5	14.5	12.5	15.5	15.5	11.5	11.5
900	6	19.5	18.5	17.5	16.5	12.5	12.5	14.5	15.5	11.5	11.5
931	6	20.5	18.5	16.5	18.5	12.5	14.5	15.5	16.5	11.5	10.5
947	6	20.5	19.5	18.5	17.5	13.5	13.5	15.5	16.5	10.5	11.5
1010	6	20.5	20.5	18.5	16.5	13.5	13.5	15.5	14.5	12.5	11.5
1026	6	19.5	20.5	17.5	16.5	14.5	13.5	16.5	14.5	12.5	12.5
1188	6	18.5	18.5	18.5	16.5	14.5	12.5	14.5	16.5	10.5	12.5
1191	6	19.5	18.5	16.5	16.5	13.5	13.5	15.5	15.5	11.5	12.5
1201	6	20.5	19.5	18.5	18.5	14.5	14.5	16.5	14.5	11.5	12.5
1227	6	18.5	20.5	17.5	18.5	13.5	12.5	16.5	16.5	12.5	10.5
1306	6	20.5	18.5	16.5	16.5	12.5	13.5	16.5	14.5	11.5	12.5
1353	6	19.5	18.5	16.5	18.5	14.5	14.5	15.5	16.5	11.5	10.5
1383	6	20.5	19.5	18.5	17.5	12.5	14.5	15.5	15.5	12.5	12.5
1550	6	20.5	20.5	18.5	17.5	13.5	13.5	15.5	14.5	10.5	12.5
1651	6	19.5	19.5	17.5	16.5	14.5	14.5	14.5	14.5	10.5	12.5
1698	6	20.5	19.5	17.5	18.5	14.5	14.5	16.5	16.5	12.5	12.5
1700	6	18.5	19.5	16.5	16.5	12.5	14.5	14.5	15.5	11.5	11.5
122	7	20	21	19	18	13	13	16	16	12	12
151	7	21	20	19	17	14	13	16	17	13	12
153	7	19	21	19	19	14	14	17	15	11	13
209	7	19	21	19	17	14	14	16	15	11	12
224	7	19	19	18	19	15	15	16	15	11	13
266	7	17	17	17	16	13	12	13	15	11	10
299	7	20	20	17	19	14	15	17	17	11	13
403	7	19	19	17	19	15	14	17	16	13	13
436	7	20	20	18	19	15	13	15	16	13	13
463	7	20	20	18	19	15	13	15	16	13	13
511	7	21	21	19	19	15	15	16	17	11	11
737	7	21	21	19	19	14	14	16	17	11	11
809	7	20	19	19	18	15	13	16	16	12	12
900	7	20	19	18	17	13	13	15	16	12	12
931	7	21	19	17	19	13	15	16	17	12	11
947	7	21	20	19	18	14	14	16	17	11	12
1010	7	21	21	19	17	14	14	16	15	13	12
1026	7	20	21	18	17	15	14	17	15	13	13
1188	7	19	19	19	17	15	13	15	17	11	13
1191	7	20	19	17	17	14	14	16	16	12	13
1201	7	21	20	19	19	15	15	17	15	12	13
1227	7	19	21	18	19	14	13	17	17	13	11
1306	7	21	19	17	17	13	14	17	15	12	13
1353	7	20	19	17	19	15	15	16	17	12	11
1383	7	21	20	19	18	13	15	16	16	13	13
1550	7	21	21	19	18	14	14	16	15	11	13
1651	7	20	20	18	17	15	15	15	15	11	13
1698	7	21	20	18	19	15	15	17	17	13	13
1700	7	19	20	17	17	13	15	15	16	12	12
122	8	20.5	21.5	19.5	18.5	13.5	13.5	16.5	16.5	12.5	12.5
151	8	21.5	20.5	19.5	17.5	14.5	13.5	16.5	17.5	13.5	12.5
153	8	19.5	21.5	19.5	19.5	14.5	14.5	17.5	15.5	11.5	13.5
209	8	19.5	21.5	19.5	17.5	14.5	14.5	16.5	15.5	11.5	12.5
224	8	19.5	19.5	18.5	19.5	15.5	15.5	16.5	15.5	11.5	13.5
266	8	17.5	17.5	17.5	16.5	13.5	12.5	13.5	15.5	11.5	10.5
299	8	20.5	20.5	17.5	19.5	14.5	15.5	17.5	17.5	11.5	13.5
403	8	19.5	19.5	17.5	19.5	15.5	14.5	17.5	16.5	13.5	13.5
436	8	20.5	20.5	18.5	19.5	15.5	13.5	15.5	16.5	13.5	13.5
463	8	20.5	20.5	18.5	19.5	15.5	13.5	15.5	16.5	13.5	13.5
511	8	21.5	21.5	19.5	19.5	15.5	15.5	16.5	17.5	11.5	11.5
737	8	21.5	21.5	19.5	19.5	14.5	14.5	16.5	17.5	11.5	11.5
809	8	20.5	19.5	19.5	18.5	15.5	13.5	16.5	16.5	12.5	12.5
900	8	20.5	19.5	18.5	17.5	13.5	13.5	15.5	16.5	12.5	12.5
931	8	21.5	19.5	17.5	19.5	13.5	15.5	16.5	17.5	12.5	11.5
947	8	21.5	20.5	19.5	18.5	14.5	14.5	16.5	17.5	11.5	12.5
1010	8	21.5	21.5	19.5	17.5	14.5	14.5	16.5	15.5	13.5	12.5
1026	8	20.5	21.5	18.5	17.5	15.5	14.5	17.5	15.5	13.5	13.5
1188	8	19.5	19.5	19.5	17.5	15.5	13.5	15.5	17.5	11.5	13.5
1191	8	20.5	19.5	17.5	17.5	14.5	14.5	16.5	16.5	12.5	13.5
1201	8	21.5	20.5	19.5	19.5	15.5	15.5	17.5	15.5	12.5	13.5
1227	8	19.5	21.5	18.5	19.5	14.5	13.5	17.5	17.5	13.5	11.5
1306	8	21.5	19.5	17.5	17.5	13.5	14.5	17.5	15.5	12.5	13.5
1353	8	20.5	19.5	17.5	19.5	15.5	15.5	16.5	17.5	12.5	11.5
1383	8	21.5	20.5	19.5	18.5	13.5	15.5	16.5	16.5	13.5	13.5
1550	8	21.5	21.5	19.5	18.5	14.5	14.5	16.5	15.5	11.5	13.5
1651	8	20.5	20.5	18.5	17.5	15.5	15.5	15.5	15.5	11.5	13.5
1698	8	21.5	20.5	18.5	19.5	15.5	15.5	17.5	17.5	13.5	13.5
1700	8	19.5	20.5	17.5	17.5	13.5	15.5	15.5	16.5	12.5	12.5
0	1	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0
1838	1	0	0	0	0	0	0	0	0	0	0
1838	2	0	0	0	0	0	0	0	0	0	0
1838	3	0	0	0	0	0	0	0	0	0	0
1838	4	0	0	0	0	0	0	0	0	0	0
1838	5	0	0	0	0	0	0	0	0	0	0
1838	6	0	0	0	0	0	0	0	0	0	0
1838	7	0	0	0	0	0	0	0	0	0	0
1838	8	0	0	0	0	0	0	0	0	0	0
