N	D	1	2	3	4	5	6	7	8	9	10
272	2	15.5	14.5	11.5	13.5	7.5	9.5	9.5	9.5	5.5	5.5
281	2	17.5	15.5	14.5	14.5	11.5	10.5	12.5	11.5	8.5	7.5
285	2	15.5	16.5	14.5	14.5	11.5	11.5	12.5	13.5	7.5	8.5
297	2	17.5	17.5	15.5	13.5	10.5	11.5	11.5	11.5	8.5	8.5
301	2	17.5	15.5	14.5	14.5	11.5	10.5	13.5	11.5	7.5	9.5
308	2	16.5	16.5	13.5	14.5	11.5	11.5	11.5	12.5	9.5	8.5
319	2	24.5	22.5	21.5	21.5	18.5	17.5	20.5	20.5	15.5	14.5
324	2	15.5	15.5	11.5	13.5	7.5	9.5	10.5	10.5	6.5	5.5
326	2	17.5	17.5	15.5	14.5	9.5	10.5	13.5	12.5	7.5	7.5
340	2	17.5	16.5	15.5	13.5	9.5	11.5	11.5	12.5	8.5	8.5
343	2	15.5	16.5	14.5	13.5	10.5	11.5	13.5	11.5	7.5	9.5
346	2	17.5	16.5	15.5	14.5	11.5	10.5	13.5	11.5	8.5	7.5
360	2	23.5	23.5	21.5	21.5	16.5	18.5	20.5	18.5	15.5	15.5
361	2	15.5	15.5	13.5	13.5	11.5	10.5	13.5	11.5	7.5	9.5
364	2	16.5	16.5	13.5	15.5	9.5	9.5	11.5	11.5	8.5	7.5
415	2	17.5	17.5	14.5	14.5	9.5	11.5	12.5	12.5	8.5	9.5
418	2	17.5	16.5	14.5	14.5	9.5	11.5	12.5	12.5	7.5	9.5
463	2	15.5	16.5	14.5	13.5	10.5	11.5	12.5	13.5	8.5	7.5
483	2	15.5	16.5	14.5	14.5	10.5	10.5	13.5	11.5	9.5	8.5
485	2	15.5	17.5	14.5	13.5	11.5	11.5	11.5	11.5	8.5	9.5
486	2	17.5	15.5	13.5	15.5	9.5	9.5	12.5	12.5	9.5	7.5
495	2	17.5	16.5	15.5	14.5	9.5	10.5	12.5	12.5	8.5	8.5
518	2	29.5	31.5	29.5	27.5	24.5	25.5	25.5	25.5	23.5	22.5
554	2	16.5	15.5	13.5	14.5	9.5	11.5	13.5	12.5	7.5	9.5
561	2	17.5	15.5	13.5	13.5	9.5	9.5	12.5	11.5	7.5	7.5
575	2	16.5	15.5	13.5	14.5	10.5	10.5	13.5	12.5	9.5	8.5
576	2	17.5	16.5	15.5	13.5	9.5	10.5	11.5	13.5	7.5	9.5
582	2	16.5	16.5	14.5	13.5	10.5	10.5	13.5	11.5	9.5	7.5
588	2	15.5	17.5	13.5	14.5	9.5	10.5	12.5	11.5	8.5	8.5
596	2	17.5	15.5	14.5	14.5	10.5	11.5	13.5	11.5	9.5	9.5
599	2	15.5	15.5	13.5	13.5	10.5	10.5	11.5	11.5	9.5	9.5
605	2	16.5	15.5	13.5	14.5	9.5	10.5	11.5	13.5	8.5	9.5
620	2	16.5	17.5	14.5	14.5	9.5	11.5	13.5	12.5	9.5	9.5
644	2	16.5	17.5	14.5	14.5	9.5	11.5	13.5	12.5	9.5	9.5
675	2	17.5	15.5	13.5	13.5	10.5	11.5	11.5	12.5	9.5	7.5
688	2	17.5	17.5	13.5	14.5	11.5	11.5	12.5	12.5	8.5	8.5
701	2	17.5	16.5	15.5	13.5	10.5	10.5	12.5	12.5	8.5	7.5
730	2	13.5	13.5	13.5	13.5	7.5	7.5	11.5	11.5	7.5	7.5
752	2	15.5	16.5	13.5	13.5	10.5	9.5	12.5	12.5	8.5	8.5
756	2	16.5	16.5	14.5	15.5	9.5	9.5	13.5	12.5	8.5	9.5
781	2	15.5	17.5	14.5	15.5	9.5	11.5	11.5	11.5	9.5	8.5
836	2	17.5	16.5	15.5	15.5	10.5	10.5	11.5	11.5	9.5	7.5
842	2	15.5	15.5	15.5	14.5	10.5	10.5	11.5	12.5	9.5	9.5
861	2	15.5	16.5	14.5	14.5	9.5	11.5	13.5	11.5	9.5	7.5
862	2	15.5	16.5	13.5	13.5	9.5	9.5	11.5	12.5	8.5	7.5
875	2	16.5	17.5	13.5	15.5	9.5	11.5	11.5	11.5	9.5	8.5
926	2	17.5	15.5	14.5	14.5	11.5	9.5	12.5	12.5	9.5	9.5
935	2	15.5	16.5	13.5	15.5	9.5	9.5	13.5	11.5	8.5	8.5
936	2	15.5	17.5	15.5	15.5	9.5	10.5	12.5	13.5	8.5	9.5
945	2	16.5	16.5	14.5	14.5	11.5	11.5	12.5	12.5	7.5	9.5
966	2	17.5	17.5	13.5	13.5	9.5	10.5	11.5	13.5	9.5	9.5
973	2	16.5	15.5	13.5	13.5	11.5	11.5	12.5	11.5	9.5	7.5
976	2	17.5	15.5	13.5	15.5	9.5	10.5	12.5	11.5	8.5	8.5
980	2	15.5	16.5	15.5	14.5	9.5	9.5	12.5	12.5	9.5	8.5
1032	2	17.5	16.5	15.5	14.5	9.5	11.5	13.5	11.5	7.5	8.5
1060	2	16.5	17.5	15.5	13.5	9.5	10.5	11.5	12.5	8.5	7.5
1083	2	16.5	15.5	13.5	13.5	9.5	10.5	13.5	11.5	7.5	7.5
1159	2	15.5	17.5	13.5	14.5	11.5	11.5	13.5	13.5	7.5	9.5
1163	2	16.5	17.5	15.5	15.5	11.5	10.5	11.5	12.5	8.5	8.5
1169	2	17.5	16.5	14.5	15.5	10.5	10.5	12.5	12.5	7.5	7.5
1192	2	16.5	16.5	14.5	15.5	10.5	9.5	13.5	13.5	9.5	7.5
1200	2	16.5	15.5	14.5	13.5	10.5	11.5	13.5	11.5	9.5	9.5
1207	2	16.5	15.5	14.5	15.5	10.5	9.5	12.5	13.5	9.5	9.5
1233	2	15.5	15.5	13.5	15.5	11.5	9.5	12.5	13.5	7.5	8.5
1243	2	17.5	17.5	13.5	13.5	11.5	11.5	12.5	13.5	8.5	9.5
1244	2	17.5	15.5	14.5	14.5	11.5	11.5	12.5	13.5	8.5	7.5
1253	2	15.5	17.5	13.5	13.5	10.5	10.5	12.5	12.5	8.5	7.5
1272	2	17.5	15.5	14.5	15.5	10.5	10.5	13.5	13.5	8.5	9.5
1284	2	17.5	16.5	15.5	15.5	11.5	11.5	11.5	13.5	8.5	8.5
1344	2	16.5	16.5	13.5	13.5	9.5	9.5	13.5	13.5	9.5	7.5
1365	2	17.5	15.5	15.5	14.5	10.5	11.5	13.5	12.5	8.5	7.5
1378	2	16.5	17.5	13.5	13.5	9.5	9.5	13.5	13.5	8.5	7.5
1390	2	15.5	15.5	13.5	13.5	10.5	11.5	12.5	13.5	8.5	8.5
1391	2	24.5	23.5	20.5	20.5	17.5	18.5	18.5	20.5	16.5	15.5
1415	2	15.5	15.5	15.5	14.5	9.5	11.5	13.5	12.5	7.5	9.5
1431	2	15.5	17.5	14.5	14.5	9.5	11.5	13.5	11.5	7.5	9.5
1480	2	16.5	16.5	14.5	14.5	9.5	11.5	11.5	13.5	7.5	8.5
1495	2	16.5	15.5	14.5	14.5	10.5	10.5	11.5	12.5	9.5	8.5
1511	2	17.5	17.5	13.5	14.5	11.5	9.5	13.5	12.5	9.5	7.5
1525	2	16.5	15.5	14.5	15.5	10.5	11.5	13.5	13.5	8.5	8.5
1533	2	16.5	15.5	13.5	15.5	10.5	9.5	13.5	11.5	9.5	7.5
1555	2	16.5	17.5	15.5	15.5	10.5	11.5	11.5	13.5	9.5	8.5
1565	2	16.5	17.5	13.5	13.5	9.5	11.5	11.5	13.5	9.5	8.5
1570	2	16.5	15.5	15.5	13.5	9.5	9.5	12.5	13.5	8.5	7.5
1594	2	15.5	15.5	15.5	15.5	9.5	11.5	11.5	12.5	9.5	7.5
1601	2	15.5	16.5	15.5	15.5	11.5	11.5	11.5	13.5	7.5	8.5
1607	2	17.5	17.5	13.5	13.5	9.5	9.5	11.5	11.5	7.5	8.5
1615	2	15.5	15.5	15.5	15.5	11.5	9.5	12.5	11.5	9.5	8.5
1634	2	15.5	15.5	15.5	13.5	10.5	11.5	11.5	11.5	9.5	9.5
1644	2	17.5	16.5	14.5	14.5	11.5	10.5	12.5	12.5	9.5	7.5
1668	2	17.5	16.5	13.5	15.5	10.5	10.5	11.5	13.5	8.5	7.5
1715	2	15.5	17.5	13.5	14.5	10.5	11.5	13.5	12.5	9.5	9.5
1733	2	22.5	23.5	20.5	21.5	18.5	16.5	18.5	20.5	14.5	16.5
1734	2	17.5	16.5	13.5	15.5	9.5	10.5	13.5	12.5	8.5	7.5
1765	2	16.5	15.5	13.5	14.5	9.5	11.5	12.5	11.5	8.5	9.5
1785	2	16.5	15.5	13.5	14.5	9.5	11.5	11.5	13.5	9.5	9.5
1822	2	17.5	15.5	13.5	15.5	9.5	9.5	13.5	11.5	8.5	8.5
109	3	14	15	13	14	9	8	12	11	7	6
114	3	17	18	15	16	11	11	14	14	9	10
119	3	18	17	16	14	10	12	14	14	10	9
135	3	16	14	13	14	9	10	11	10	6	7
166	3	17	18	14	14	10	10	12	14	8	10
179	3	18	16	15	15	11	12	13	12	10	9
183	3	20	21	18	18	14	13	16	17	12	11
193	3	15	15	12	13	10	8	10	10	8	8
221	3	15	16	12	14	8	8	11	10	8	8
226	3	17	17	14	15	11	12	14	12	10	10
234	3	18	18	15	14	11	11	12	14	8	10
240	3	30	31	29	29	24	26	28	28	23	22
249	3	14	14	13	13	9	10	10	12	8	8
272	3	16	15	12	14	8	10	10	10	6	6
281	3	18	16	15	15	12	11	13	12	9	8
285	3	16	17	15	15	12	12	13	14	8	9
297	3	18	18	16	14	11	12	12	12	9	9
301	3	18	16	15	15	12	11	14	12	8	10
308	3	17	17	14	15	12	12	12	13	10	9
319	3	25	23	22	22	19	18	21	21	16	15
324	3	16	16	12	14	8	10	11	11	7	6
326	3	18	18	16	15	10	11	14	13	8	8
340	3	18	17	16	14	10	12	12	13	9	9
343	3	16	17	15	14	11	12	14	12	8	10
346	3	18	17	16	15	12	11	14	12	9	8
360	3	24	24	22	22	17	19	21	19	16	16
361	3	16	16	14	14	12	11	14	12	8	10
364	3	17	17	14	16	10	10	12	12	9	8
415	3	18	18	15	15	10	12	13	13	9	10
418	3	18	17	15	15	10	12	13	13	8	10
463	3	16	17	15	14	11	12	13	14	9	8
483	3	16	17	15	15	11	11	14	12	10	9
485	3	16	18	15	14	12	12	12	12	9	10
486	3	18	16	14	16	10	10	13	13	10	8
495	3	18	17	16	15	10	11	13	13	9	9
518	3	30	32	30	28	25	26	26	26	24	23
554	3	17	16	14	15	10	12	14	13	8	10
561	3	18	16	14	14	10	10	13	12	8	8
575	3	17	16	14	15	11	11	14	13	10	9
576	3	18	17	16	14	10	11	12	14	8	10
582	3	17	17	15	14	11	11	14	12	10	8
588	3	16	18	14	15	10	11	13	12	9	9
596	3	18	16	15	15	11	12	14	12	10	10
599	3	16	16	14	14	11	11	12	12	10	10
605	3	17	16	14	15	10	11	12	14	9	10
620	3	17	18	15	15	10	12	14	13	10	10
644	3	17	18	15	15	10	12	14	13	10	10
675	3	18	16	14	14	11	12	12	13	10	8
688	3	18	18	14	15	12	12	13	13	9	9
701	3	18	17	16	14	11	11	13	13	9	8
730	3	14	14	14	14	8	8	12	12	8	8
752	3	16	17	14	14	11	10	13	13	9	9
756	3	17	17	15	16	10	10	14	13	9	10
781	3	16	18	15	16	10	12	12	12	10	9
836	3	18	17	16	16	11	11	12	12	10	8
842	3	16	16	16	15	11	11	12	13	10	10
861	3	16	17	15	15	10	12	14	12	10	8
862	3	16	17	14	14	10	10	12	13	9	8
875	3	17	18	14	16	10	12	12	12	10	9
926	3	18	16	15	15	12	10	13	13	10	10
935	3	16	17	14	16	10	10	14	12	9	9
936	3	16	18	16	16	10	11	13	14	9	10
945	3	17	17	15	15	12	12	13	13	8	10
966	3	18	18	14	14	10	11	12	14	10	10
973	3	17	16	14	14	12	12	13	12	10	8
976	3	18	16	14	16	10	11	13	12	9	9
980	3	16	17	16	15	10	10	13	13	10	9
1032	3	18	17	16	15	10	12	14	12	8	9
1060	3	17	18	16	14	10	11	12	13	9	8
1083	3	17	16	14	14	10	11	14	12	8	8
1159	3	16	18	14	15	12	12	14	14	8	10
1163	3	17	18	16	16	12	11	12	13	9	9
1169	3	18	17	15	16	11	11	13	13	8	8
1192	3	17	17	15	16	11	10	14	14	10	8
1200	3	17	16	15	14	11	12	14	12	10	10
1207	3	17	16	15	16	11	10	13	14	10	10
1233	3	16	16	14	16	12	10	13	14	8	9
1243	3	18	18	14	14	12	12	13	14	9	10
1244	3	18	16	15	15	12	12	13	14	9	8
1253	3	16	18	14	14	11	11	13	13	9	8
1272	3	18	16	15	16	11	11	14	14	9	10
1284	3	18	17	16	16	12	12	12	14	9	9
1344	3	17	17	14	14	10	10	14	14	10	8
1365	3	18	16	16	15	11	12	14	13	9	8
1378	3	17	18	14	14	10	10	14	14	9	8
1390	3	16	16	14	14	11	12	13	14	9	9
1391	3	25	24	21	21	18	19	19	21	17	16
1415	3	16	16	16	15	10	12	14	13	8	10
1431	3	16	18	15	15	10	12	14	12	8	10
1480	3	17	17	15	15	10	12	12	14	8	9
1495	3	17	16	15	15	11	11	12	13	10	9
1511	3	18	18	14	15	12	10	14	13	10	8
1525	3	17	16	15	16	11	12	14	14	9	9
1533	3	17	16	14	16	11	10	14	12	10	8
1555	3	17	18	16	16	11	12	12	14	10	9
1565	3	17	18	14	14	10	12	12	14	10	9
1570	3	17	16	16	14	10	10	13	14	9	8
1594	3	16	16	16	16	10	12	12	13	10	8
1601	3	16	17	16	16	12	12	12	14	8	9
1607	3	18	18	14	14	10	10	12	12	8	9
1615	3	16	16	16	16	12	10	13	12	10	9
1634	3	16	16	16	14	11	12	12	12	10	10
1644	3	18	17	15	15	12	11	13	13	10	8
1668	3	18	17	14	16	11	11	12	14	9	8
1715	3	16	18	14	15	11	12	14	13	10	10
1733	3	23	24	21	22	19	17	19	21	15	17
1734	3	18	17	14	16	10	11	14	13	9	8
1765	3	17	16	14	15	10	12	13	12	9	10
1785	3	17	16	14	15	10	12	12	14	10	10
1822	3	18	16	14	16	10	10	14	12	9	9
109	4	14.5	15.5	13.5	14.5	9.5	8.5	12.5	11.5	7.5	6.5
114	4	17.5	18.5	15.5	16.5	11.5	11.5	14.5	14.5	9.5	10.5
119	4	18.5	17.5	16.5	14.5	10.5	12.5	14.5	14.5	10.5	9.5
135	4	16.5	14.5	13.5	14.5	9.5	10.5	11.5	10.5	6.5	7.5
166	4	17.5	18.5	14.5	14.5	10.5	10.5	12.5	14.5	8.5	10.5
179	4	18.5	16.5	15.5	15.5	11.5	12.5	13.5	12.5	10.5	9.5
183	4	20.5	21.5	18.5	18.5	14.5	13.5	16.5	17.5	12.5	11.5
193	4	15.5	15.5	12.5	13.5	10.5	8.5	10.5	10.5	8.5	8.5
221	4	15.5	16.5	12.5	14.5	8.5	8.5	11.5	10.5	8.5	8.5
226	4	17.5	17.5	14.5	15.5	11.5	12.5	14.5	12.5	10.5	10.5
234	4	18.5	18.5	15.5	14.5	11.5	11.5	12.5	14.5	8.5	10.5
240	4	30.5	31.5	29.5	29.5	24.5	26.5	28.5	28.5	23.5	22.5
249	4	14.5	14.5	13.5	13.5	9.5	10.5	10.5	12.5	8.5	8.5
272	4	16.5	15.5	12.5	14.5	8.5	10.5	10.5	10.5	6.5	6.5
281	4	18.5	16.5	15.5	15.5	12.5	11.5	13.5	12.5	9.5	8.5
285	4	16.5	17.5	15.5	15.5	12.5	12.5	13.5	14.5	8.5	9.5
297	4	18.5	18.5	16.5	14.5	11.5	12.5	12.5	12.5	9.5	9.5
301	4	18.5	16.5	15.5	15.5	12.5	11.5	14.5	12.5	8.5	10.5
308	4	17.5	17.5	14.5	15.5	12.5	12.5	12.5	13.5	10.5	9.5
319	4	25.5	23.5	22.5	22.5	19.5	18.5	21.5	21.5	16.5	15.5
324	4	16.5	16.5	12.5	14.5	8.5	10.5	11.5	11.5	7.5	6.5
326	4	18.5	18.5	16.5	15.5	10.5	11.5	14.5	13.5	8.5	8.5
340	4	18.5	17.5	16.5	14.5	10.5	12.5	12.5	13.5	9.5	9.5
343	4	16.5	17.5	15.5	14.5	11.5	12.5	14.5	12.5	8.5	10.5
346	4	18.5	17.5	16.5	15.5	12.5	11.5	14.5	12.5	9.5	8.5
360	4	24.5	24.5	22.5	22.5	17.5	19.5	21.5	19.5	16.5	16.5
361	4	16.5	16.5	14.5	14.5	12.5	11.5	14.5	12.5	8.5	10.5
364	4	17.5	17.5	14.5	16.5	10.5	10.5	12.5	12.5	9.5	8.5
415	4	18.5	18.5	15.5	15.5	10.5	12.5	13.5	13.5	9.5	10.5
418	4	18.5	17.5	15.5	15.5	10.5	12.5	13.5	13.5	8.5	10.5
463	4	16.5	17.5	15.5	14.5	11.5	12.5	13.5	14.5	9.5	8.5
483	4	16.5	17.5	15.5	15.5	11.5	11.5	14.5	12.5	10.5	9.5
485	4	16.5	18.5	15.5	14.5	12.5	12.5	12.5	12.5	9.5	10.5
486	4	18.5	16.5	14.5	16.5	10.5	10.5	13.5	13.5	10.5	8.5
495	4	18.5	17.5	16.5	15.5	10.5	11.5	13.5	13.5	9.5	9.5
518	4	30.5	32.5	30.5	28.5	25.5	26.5	26.5	26.5	24.5	23.5
554	4	17.5	16.5	14.5	15.5	10.5	12.5	14.5	13.5	8.5	10.5
561	4	18.5	16.5	14.5	14.5	10.5	10.5	13.5	12.5	8.5	8.5
575	4	17.5	16.5	14.5	15.5	11.5	11.5	14.5	13.5	10.5	9.5
576	4	18.5	17.5	16.5	14.5	10.5	11.5	12.5	14.5	8.5	10.5
582	4	17.5	17.5	15.5	14.5	11.5	11.5	14.5	12.5	10.5	8.5
588	4	16.5	18.5	14.5	15.5	10.5	11.5	13.5	12.5	9.5	9.5
596	4	18.5	16.5	15.5	15.5	11.5	12.5	14.5	12.5	10.5	10.5
599	4	16.5	16.5	14.5	14.5	11.5	11.5	12.5	12.5	10.5	10.5
605	4	17.5	16.5	14.5	15.5	10.5	11.5	12.5	14.5	9.5	10.5
620	4	17.5	18.5	15.5	15.5	10.5	12.5	14.5	13.5	10.5	10.5
644	4	17.5	18.5	15.5	15.5	10.5	12.5	14.5	13.5	10.5	10.5
675	4	18.5	16.5	14.5	14.5	11.5	12.5	12.5	13.5	10.5	8.5
688	4	18.5	18.5	14.5	15.5	12.5	12.5	13.5	13.5	9.5	9.5
701	4	18.5	17.5	16.5	14.5	11.5	11.5	13.5	13.5	9.5	8.5
730	4	14.5	14.5	14.5	14.5	8.5	8.5	12.5	12.5	8.5	8.5
752	4	16.5	17.5	14.5	14.5	11.5	10.5	13.5	13.5	9.5	9.5
756	4	17.5	17.5	15.5	16.5	10.5	10.5	14.5	13.5	9.5	10.5
781	4	16.5	18.5	15.5	16.5	10.5	12.5	12.5	12.5	10.5	9.5
836	4	18.5	17.5	16.5	16.5	11.5	11.5	12.5	12.5	10.5	8.5
842	4	16.5	16.5	16.5	15.5	11.5	11.5	12.5	13.5	10.5	10.5
861	4	16.5	17.5	15.5	15.5	10.5	12.5	14.5	12.5	10.5	8.5
862	4	16.5	17.5	14.5	14.5	10.5	10.5	12.5	13.5	9.5	8.5
875	4	17.5	18.5	14.5	16.5	10.5	12.5	12.5	12.5	10.5	9.5
926	4	18.5	16.5	15.5	15.5	12.5	10.5	13.5	13.5	10.5	10.5
935	4	16.5	17.5	14.5	16.5	10.5	10.5	14.5	12.5	9.5	9.5
936	4	16.5	18.5	16.5	16.5	10.5	11.5	13.5	14.5	9.5	10.5
945	4	17.5	17.5	15.5	15.5	12.5	12.5	13.5	13.5	8.5	10.5
966	4	18.5	18.5	14.5	14.5	10.5	11.5	12.5	14.5	10.5	10.5
973	4	17.5	16.5	14.5	14.5	12.5	12.5	13.5	12.5	10.5	8.5
976	4	18.5	16.5	14.5	16.5	10.5	11.5	13.5	12.5	9.5	9.5
980	4	16.5	17.5	16.5	15.5	10.5	10.5	13.5	13.5	10.5	9.5
1032	4	18.5	17.5	16.5	15.5	10.5	12.5	14.5	12.5	8.5	9.5
1060	4	17.5	18.5	16.5	14.5	10.5	11.5	12.5	13.5	9.5	8.5
1083	4	17.5	16.5	14.5	14.5	10.5	11.5	14.5	12.5	8.5	8.5
1159	4	16.5	18.5	14.5	15.5	12.5	12.5	14.5	14.5	8.5	10.5
1163	4	17.5	18.5	16.5	16.5	12.5	11.5	12.5	13.5	9.5	9.5
1169	4	18.5	17.5	15.5	16.5	11.5	11.5	13.5	13.5	8.5	8.5
1192	4	17.5	17.5	15.5	16.5	11.5	10.5	14.5	14.5	10.5	8.5
1200	4	17.5	16.5	15.5	14.5	11.5	12.5	14.5	12.5	10.5	10.5
1207	4	17.5	16.5	15.5	16.5	11.5	10.5	13.5	14.5	10.5	10.5
1233	4	16.5	16.5	14.5	16.5	12.5	10.5	13.5	14.5	8.5	9.5
1243	4	18.5	18.5	14.5	14.5	12.5	12.5	13.5	14.5	9.5	10.5
1244	4	18.5	16.5	15.5	15.5	12.5	12.5	13.5	14.5	9.5	8.5
1253	4	16.5	18.5	14.5	14.5	11.5	11.5	13.5	13.5	9.5	8.5
1272	4	18.5	16.5	15.5	16.5	11.5	11.5	14.5	14.5	9.5	10.5
1284	4	18.5	17.5	16.5	16.5	12.5	12.5	12.5	14.5	9.5	9.5
1344	4	17.5	17.5	14.5	14.5	10.5	10.5	14.5	14.5	10.5	8.5
