N	D	1	2	3	4	5	6	7	8	9	10
373	2	19.5	18.5	16.5	16.5	14.5	13.5	15.5	14.5	10.5	12.5
385	2	19.5	18.5	18.5	16.5	13.5	12.5	14.5	14.5	12.5	12.5
414	2	20.5	18.5	18.5	17.5	13.5	14.5	14.5	14.5	11.5	12.5
421	2	18.5	19.5	16.5	18.5	14.5	14.5	14.5	16.5	11.5	10.5
425	2	29.5	30.5	27.5	28.5	22.5	23.5	25.5	25.5	21.5	20.5
460	2	18.5	18.5	16.5	16.5	12.5	12.5	15.5	15.5	12.5	12.5
495	2	20.5	20.5	18.5	16.5	13.5	13.5	16.5	15.5	10.5	10.5
528	2	19.5	20.5	17.5	17.5	13.5	12.5	14.5	15.5	12.5	11.5
555	2	20.5	18.5	17.5	18.5	12.5	12.5	15.5	16.5	10.5	11.5
586	2	20.5	19.5	16.5	16.5	12.5	13.5	15.5	15.5	12.5	10.5
591	2	20.5	18.5	18.5	16.5	14.5	12.5	16.5	16.5	11.5	12.5
592	2	18.5	20.5	18.5	17.5	12.5	12.5	15.5	15.5	12.5	10.5
594	2	20.5	20.5	17.5	17.5	14.5	14.5	16.5	14.5	12.5	11.5
606	2	20.5	19.5	18.5	18.5	12.5	14.5	16.5	16.5	12.5	10.5
609	2	19.5	19.5	18.5	18.5	12.5	12.5	16.5	16.5	10.5	12.5
611	2	18.5	18.5	18.5	16.5	14.5	14.5	16.5	16.5	12.5	11.5
633	2	18.5	18.5	16.5	16.5	12.5	12.5	13.5	13.5	9.5	10.5
644	2	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
649	2	19.5	19.5	18.5	18.5	14.5	14.5	15.5	15.5	10.5	12.5
658	2	19.5	18.5	16.5	16.5	13.5	13.5	16.5	15.5	11.5	10.5
659	2	19.5	18.5	16.5	16.5	12.5	14.5	16.5	14.5	12.5	10.5
661	2	19.5	20.5	16.5	16.5	13.5	12.5	14.5	15.5	12.5	12.5
668	2	20.5	20.5	18.5	17.5	12.5	14.5	16.5	16.5	12.5	12.5
690	2	19.5	20.5	17.5	16.5	14.5	14.5	16.5	14.5	11.5	10.5
692	2	20.5	20.5	16.5	16.5	12.5	13.5	14.5	14.5	11.5	11.5
702	2	19.5	20.5	16.5	17.5	14.5	12.5	14.5	16.5	12.5	10.5
706	2	18.5	20.5	17.5	16.5	14.5	14.5	15.5	14.5	10.5	11.5
747	2	17.5	16.5	15.5	15.5	10.5	10.5	14.5	13.5	9.5	8.5
762	2	20.5	20.5	18.5	18.5	13.5	12.5	14.5	16.5	11.5	12.5
776	2	19.5	19.5	17.5	16.5	12.5	14.5	15.5	16.5	10.5	11.5
782	2	18.5	20.5	16.5	16.5	12.5	14.5	15.5	16.5	10.5	10.5
785	2	19.5	19.5	16.5	18.5	12.5	12.5	16.5	14.5	12.5	12.5
812	2	19.5	19.5	18.5	16.5	12.5	14.5	16.5	16.5	11.5	11.5
817	2	28.5	29.5	26.5	27.5	23.5	24.5	26.5	24.5	20.5	22.5
849	2	19.5	20.5	17.5	16.5	14.5	12.5	14.5	14.5	11.5	11.5
856	2	19.5	19.5	17.5	16.5	14.5	13.5	16.5	15.5	12.5	12.5
857	2	19.5	19.5	18.5	18.5	14.5	13.5	14.5	15.5	11.5	10.5
882	2	18.5	20.5	17.5	16.5	12.5	13.5	16.5	15.5	10.5	12.5
927	2	19.5	19.5	18.5	18.5	14.5	12.5	15.5	16.5	11.5	12.5
928	2	28.5	29.5	28.5	26.5	23.5	23.5	24.5	25.5	22.5	22.5
937	2	20.5	18.5	16.5	16.5	14.5	13.5	16.5	14.5	12.5	12.5
943	2	18.5	20.5	17.5	17.5	12.5	14.5	14.5	14.5	11.5	10.5
967	2	40.5	39.5	37.5	38.5	33.5	32.5	35.5	35.5	30.5	31.5
999	2	20.5	18.5	16.5	16.5	13.5	14.5	16.5	14.5	12.5	11.5
1008	2	19.5	20.5	18.5	16.5	12.5	13.5	14.5	14.5	10.5	12.5
1011	2	19.5	19.5	17.5	18.5	14.5	13.5	15.5	14.5	12.5	10.5
1013	2	20.5	18.5	18.5	18.5	13.5	14.5	15.5	14.5	12.5	12.5
1014	2	18.5	19.5	16.5	16.5	13.5	13.5	16.5	16.5	11.5	10.5
1020	2	20.5	18.5	17.5	17.5	12.5	12.5	14.5	15.5	11.5	12.5
1029	2	20.5	20.5	17.5	18.5	12.5	14.5	16.5	15.5	11.5	11.5
1038	2	20.5	19.5	16.5	18.5	13.5	14.5	14.5	14.5	11.5	10.5
1043	2	19.5	19.5	18.5	16.5	14.5	12.5	14.5	14.5	10.5	11.5
1100	2	20.5	19.5	16.5	18.5	12.5	14.5	14.5	16.5	10.5	10.5
1101	2	19.5	19.5	17.5	18.5	12.5	13.5	14.5	15.5	11.5	11.5
1130	2	19.5	18.5	18.5	18.5	14.5	13.5	15.5	15.5	12.5	12.5
1175	2	19.5	18.5	16.5	17.5	14.5	12.5	16.5	16.5	10.5	10.5
1179	2	19.5	18.5	17.5	17.5	12.5	12.5	15.5	15.5	11.5	12.5
1247	2	19.5	18.5	17.5	17.5	14.5	13.5	16.5	14.5	10.5	12.5
1260	2	19.5	20.5	18.5	17.5	14.5	13.5	14.5	16.5	12.5	12.5
1287	2	18.5	19.5	16.5	17.5	12.5	13.5	14.5	14.5	12.5	10.5
1305	2	19.5	19.5	16.5	17.5	14.5	14.5	14.5	15.5	12.5	11.5
1310	2	19.5	18.5	16.5	18.5	14.5	13.5	14.5	15.5	11.5	10.5
1324	2	20.5	18.5	18.5	17.5	12.5	14.5	14.5	16.5	12.5	11.5
1332	2	19.5	19.5	18.5	16.5	13.5	14.5	14.5	14.5	11.5	11.5
1361	2	19.5	19.5	16.5	18.5	13.5	13.5	15.5	15.5	11.5	11.5
1367	2	20.5	19.5	16.5	18.5	13.5	12.5	14.5	14.5	10.5	11.5
1420	2	20.5	18.5	17.5	17.5	14.5	13.5	14.5	16.5	10.5	12.5
1433	2	20.5	20.5	17.5	16.5	13.5	14.5	15.5	14.5	10.5	11.5
1438	2	19.5	19.5	18.5	18.5	14.5	14.5	14.5	16.5	10.5	12.5
1456	2	18.5	19.5	16.5	16.5	13.5	12.5	14.5	14.5	11.5	12.5
1466	2	19.5	18.5	18.5	16.5	13.5	14.5	16.5	16.5	10.5	10.5
1500	2	18.5	18.5	17.5	18.5	12.5	14.5	15.5	16.5	10.5	11.5
1515	2	18.5	20.5	17.5	16.5	12.5	13.5	14.5	14.5	12.5	12.5
1531	2	19.5	18.5	18.5	16.5	12.5	13.5	16.5	14.5	12.5	10.5
1578	2	19.5	20.5	18.5	17.5	14.5	13.5	16.5	14.5	11.5	10.5
1588	2	19.5	20.5	16.5	18.5	14.5	14.5	16.5	15.5	10.5	10.5
1592	2	20.5	20.5	16.5	18.5	14.5	13.5	14.5	15.5	11.5	12.5
1599	2	38.5	40.5	38.5	38.5	33.5	34.5	35.5	36.5	32.5	32.5
1628	2	18.5	19.5	18.5	18.5	13.5	13.5	16.5	16.5	12.5	12.5
1631	2	20.5	20.5	16.5	16.5	12.5	14.5	16.5	16.5	10.5	12.5
1632	2	18.5	19.5	16.5	17.5	14.5	14.5	15.5	16.5	10.5	12.5
1635	2	30.5	28.5	26.5	27.5	22.5	24.5	25.5	25.5	20.5	20.5
1642	2	18.5	19.5	18.5	17.5	13.5	12.5	16.5	15.5	10.5	10.5
1663	2	18.5	20.5	18.5	18.5	13.5	12.5	15.5	15.5	10.5	10.5
1678	2	20.5	20.5	18.5	17.5	14.5	12.5	15.5	15.5	10.5	11.5
1681	2	20.5	19.5	17.5	16.5	12.5	13.5	14.5	16.5	11.5	11.5
1682	2	19.5	20.5	18.5	16.5	14.5	13.5	14.5	15.5	10.5	10.5
1684	2	20.5	20.5	17.5	18.5	12.5	14.5	15.5	14.5	12.5	11.5
1685	2	19.5	19.5	17.5	16.5	14.5	13.5	16.5	16.5	10.5	11.5
1708	2	18.5	18.5	18.5	17.5	13.5	14.5	16.5	16.5	10.5	10.5
1718	2	20.5	20.5	17.5	17.5	14.5	13.5	14.5	15.5	10.5	11.5
1720	2	19.5	20.5	16.5	18.5	14.5	14.5	14.5	16.5	11.5	12.5
1739	2	26.5	24.5	24.5	22.5	19.5	18.5	22.5	22.5	17.5	17.5
1746	2	19.5	19.5	16.5	17.5	14.5	12.5	15.5	15.5	12.5	12.5
1794	2	19.5	20.5	17.5	18.5	14.5	13.5	15.5	16.5	11.5	10.5
1802	2	18.5	19.5	16.5	16.5	12.5	14.5	14.5	15.5	11.5	10.5
1806	2	18.5	18.5	16.5	18.5	12.5	12.5	15.5	16.5	10.5	10.5
116	3	17	16	16	14	11	11	12	14	9	9
141	3	20	20	18	19	14	13	17	17	13	12
177	3	18	19	16	17	13	12	15	14	9	9
180	3	21	19	19	19	14	13	16	16	11	12
190	3	21	20	18	17	15	15	17	17	13	11
194	3	20	19	17	19	13	15	16	16	13	12
197	3	20	19	18	17	13	13	16	17	12	11
201	3	20	20	19	17	13	15	16	15	13	11
213	3	33	33	32	32	28	27	30	29	26	27
214	3	19	21	19	17	13	13	15	15	11	13
228	3	21	21	17	18	14	14	15	16	12	12
229	3	21	19	18	19	14	15	15	16	11	11
240	3	41	40	39	39	33	34	35	35	31	31
251	3	21	20	19	18	15	13	15	16	12	12
262	3	21	20	19	18	15	15	15	17	11	13
278	3	21	21	17	18	13	14	17	15	13	12
319	3	20	19	18	18	15	15	15	15	12	13
327	3	20	19	19	19	14	14	15	15	11	13
338	3	29	29	29	29	23	23	26	27	22	23
368	3	21	20	17	17	14	14	17	17	11	11
373	3	20	19	17	17	15	14	16	15	11	13
385	3	20	19	19	17	14	13	15	15	13	13
414	3	21	19	19	18	14	15	15	15	12	13
421	3	19	20	17	19	15	15	15	17	12	11
425	3	30	31	28	29	23	24	26	26	22	21
460	3	19	19	17	17	13	13	16	16	13	13
495	3	21	21	19	17	14	14	17	16	11	11
528	3	20	21	18	18	14	13	15	16	13	12
555	3	21	19	18	19	13	13	16	17	11	12
586	3	21	20	17	17	13	14	16	16	13	11
591	3	21	19	19	17	15	13	17	17	12	13
592	3	19	21	19	18	13	13	16	16	13	11
594	3	21	21	18	18	15	15	17	15	13	12
606	3	21	20	19	19	13	15	17	17	13	11
609	3	20	20	19	19	13	13	17	17	11	13
611	3	19	19	19	17	15	15	17	17	13	12
633	3	19	19	17	17	13	13	14	14	10	11
644	3	1	1	1	1	1	1	1	1	1	1
649	3	20	20	19	19	15	15	16	16	11	13
658	3	20	19	17	17	14	14	17	16	12	11
659	3	20	19	17	17	13	15	17	15	13	11
661	3	20	21	17	17	14	13	15	16	13	13
668	3	21	21	19	18	13	15	17	17	13	13
690	3	20	21	18	17	15	15	17	15	12	11
692	3	21	21	17	17	13	14	15	15	12	12
702	3	20	21	17	18	15	13	15	17	13	11
706	3	19	21	18	17	15	15	16	15	11	12
747	3	18	17	16	16	11	11	15	14	10	9
762	3	21	21	19	19	14	13	15	17	12	13
776	3	20	20	18	17	13	15	16	17	11	12
782	3	19	21	17	17	13	15	16	17	11	11
785	3	20	20	17	19	13	13	17	15	13	13
812	3	20	20	19	17	13	15	17	17	12	12
817	3	29	30	27	28	24	25	27	25	21	23
849	3	20	21	18	17	15	13	15	15	12	12
856	3	20	20	18	17	15	14	17	16	13	13
857	3	20	20	19	19	15	14	15	16	12	11
882	3	19	21	18	17	13	14	17	16	11	13
927	3	20	20	19	19	15	13	16	17	12	13
928	3	29	30	29	27	24	24	25	26	23	23
937	3	21	19	17	17	15	14	17	15	13	13
943	3	19	21	18	18	13	15	15	15	12	11
967	3	41	40	38	39	34	33	36	36	31	32
999	3	21	19	17	17	14	15	17	15	13	12
1008	3	20	21	19	17	13	14	15	15	11	13
1011	3	20	20	18	19	15	14	16	15	13	11
1013	3	21	19	19	19	14	15	16	15	13	13
1014	3	19	20	17	17	14	14	17	17	12	11
1020	3	21	19	18	18	13	13	15	16	12	13
1029	3	21	21	18	19	13	15	17	16	12	12
1038	3	21	20	17	19	14	15	15	15	12	11
1043	3	20	20	19	17	15	13	15	15	11	12
1100	3	21	20	17	19	13	15	15	17	11	11
1101	3	20	20	18	19	13	14	15	16	12	12
1130	3	20	19	19	19	15	14	16	16	13	13
1175	3	20	19	17	18	15	13	17	17	11	11
1179	3	20	19	18	18	13	13	16	16	12	13
1247	3	20	19	18	18	15	14	17	15	11	13
1260	3	20	21	19	18	15	14	15	17	13	13
1287	3	19	20	17	18	13	14	15	15	13	11
1305	3	20	20	17	18	15	15	15	16	13	12
1310	3	20	19	17	19	15	14	15	16	12	11
1324	3	21	19	19	18	13	15	15	17	13	12
1332	3	20	20	19	17	14	15	15	15	12	12
1361	3	20	20	17	19	14	14	16	16	12	12
1367	3	21	20	17	19	14	13	15	15	11	12
1420	3	21	19	18	18	15	14	15	17	11	13
1433	3	21	21	18	17	14	15	16	15	11	12
1438	3	20	20	19	19	15	15	15	17	11	13
1456	3	19	20	17	17	14	13	15	15	12	13
1466	3	20	19	19	17	14	15	17	17	11	11
1500	3	19	19	18	19	13	15	16	17	11	12
1515	3	19	21	18	17	13	14	15	15	13	13
1531	3	20	19	19	17	13	14	17	15	13	11
1578	3	20	21	19	18	15	14	17	15	12	11
1588	3	20	21	17	19	15	15	17	16	11	11
1592	3	21	21	17	19	15	14	15	16	12	13
1599	3	39	41	39	39	34	35	36	37	33	33
1628	3	19	20	19	19	14	14	17	17	13	13
1631	3	21	21	17	17	13	15	17	17	11	13
1632	3	19	20	17	18	15	15	16	17	11	13
1635	3	31	29	27	28	23	25	26	26	21	21
1642	3	19	20	19	18	14	13	17	16	11	11
1663	3	19	21	19	19	14	13	16	16	11	11
1678	3	21	21	19	18	15	13	16	16	11	12
1681	3	21	20	18	17	13	14	15	17	12	12
1682	3	20	21	19	17	15	14	15	16	11	11
1684	3	21	21	18	19	13	15	16	15	13	12
1685	3	20	20	18	17	15	14	17	17	11	12
1708	3	19	19	19	18	14	15	17	17	11	11
1718	3	21	21	18	18	15	14	15	16	11	12
1720	3	20	21	17	19	15	15	15	17	12	13
1739	3	27	25	25	23	20	19	23	23	18	18
1746	3	20	20	17	18	15	13	16	16	13	13
1794	3	20	21	18	19	15	14	16	17	12	11
1802	3	19	20	17	17	13	15	15	16	12	11
1806	3	19	19	17	19	13	13	16	17	11	11
116	4	17.5	16.5	16.5	14.5	11.5	11.5	12.5	14.5	9.5	9.5
141	4	20.5	20.5	18.5	19.5	14.5	13.5	17.5	17.5	13.5	12.5
177	4	18.5	19.5	16.5	17.5	13.5	12.5	15.5	14.5	9.5	9.5
180	4	21.5	19.5	19.5	19.5	14.5	13.5	16.5	16.5	11.5	12.5
190	4	21.5	20.5	18.5	17.5	15.5	15.5	17.5	17.5	13.5	11.5
194	4	20.5	19.5	17.5	19.5	13.5	15.5	16.5	16.5	13.5	12.5
197	4	20.5	19.5	18.5	17.5	13.5	13.5	16.5	17.5	12.5	11.5
201	4	20.5	20.5	19.5	17.5	13.5	15.5	16.5	15.5	13.5	11.5
213	4	33.5	33.5	32.5	32.5	28.5	27.5	30.5	29.5	26.5	27.5
214	4	19.5	21.5	19.5	17.5	13.5	13.5	15.5	15.5	11.5	13.5
228	4	21.5	21.5	17.5	18.5	14.5	14.5	15.5	16.5	12.5	12.5
229	4	21.5	19.5	18.5	19.5	14.5	15.5	15.5	16.5	11.5	11.5
240	4	41.5	40.5	39.5	39.5	33.5	34.5	35.5	35.5	31.5	31.5
251	4	21.5	20.5	19.5	18.5	15.5	13.5	15.5	16.5	12.5	12.5
262	4	21.5	20.5	19.5	18.5	15.5	15.5	15.5	17.5	11.5	13.5
278	4	21.5	21.5	17.5	18.5	13.5	14.5	17.5	15.5	13.5	12.5
319	4	20.5	19.5	18.5	18.5	15.5	15.5	15.5	15.5	12.5	13.5
327	4	20.5	19.5	19.5	19.5	14.5	14.5	15.5	15.5	11.5	13.5
338	4	29.5	29.5	29.5	29.5	23.5	23.5	26.5	27.5	22.5	23.5
368	4	21.5	20.5	17.5	17.5	14.5	14.5	17.5	17.5	11.5	11.5
373	4	20.5	19.5	17.5	17.5	15.5	14.5	16.5	15.5	11.5	13.5
385	4	20.5	19.5	19.5	17.5	14.5	13.5	15.5	15.5	13.5	13.5
414	4	21.5	19.5	19.5	18.5	14.5	15.5	15.5	15.5	12.5	13.5
421	4	19.5	20.5	17.5	19.5	15.5	15.5	15.5	17.5	12.5	11.5
425	4	30.5	31.5	28.5	29.5	23.5	24.5	26.5	26.5	22.5	21.5
460	4	19.5	19.5	17.5	17.5	13.5	13.5	16.5	16.5	13.5	13.5
495	4	21.5	21.5	19.5	17.5	14.5	14.5	17.5	16.5	11.5	11.5
528	4	20.5	21.5	18.5	18.5	14.5	13.5	15.5	16.5	13.5	12.5
555	4	21.5	19.5	18.5	19.5	13.5	13.5	16.5	17.5	11.5	12.5
586	4	21.5	20.5	17.5	17.5	13.5	14.5	16.5	16.5	13.5	11.5
591	4	21.5	19.5	19.5	17.5	15.5	13.5	17.5	17.5	12.5	13.5
592	4	19.5	21.5	19.5	18.5	13.5	13.5	16.5	16.5	13.5	11.5
594	4	21.5	21.5	18.5	18.5	15.5	15.5	17.5	15.5	13.5	12.5
606	4	21.5	20.5	19.5	19.5	13.5	15.5	17.5	17.5	13.5	11.5
609	4	20.5	20.5	19.5	19.5	13.5	13.5	17.5	17.5	11.5	13.5
611	4	19.5	19.5	19.5	17.5	15.5	15.5	17.5	17.5	13.5	12.5
633	4	19.5	19.5	17.5	17.5	13.5	13.5	14.5	14.5	10.5	11.5
644	4	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5
649	4	20.5	20.5	19.5	19.5	15.5	15.5	16.5	16.5	11.5	13.5
658	4	20.5	19.5	17.5	17.5	14.5	14.5	17.5	16.5	12.5	11.5
659	4	20.5	19.5	17.5	17.5	13.5	15.5	17.5	15.5	13.5	11.5
661	4	20.5	21.5	17.5	17.5	14.5	13.5	15.5	16.5	13.5	13.5
668	4	21.5	21.5	19.5	18.5	13.5	15.5	17.5	17.5	13.5	13.5
690	4	20.5	21.5	18.5	17.5	15.5	15.5	17.5	15.5	12.5	11.5
692	4	21.5	21.5	17.5	17.5	13.5	14.5	15.5	15.5	12.5	12.5
702	4	20.5	21.5	17.5	18.5	15.5	13.5	15.5	17.5	13.5	11.5
706	4	19.5	21.5	18.5	17.5	15.5	15.5	16.5	15.5	11.5	12.5
747	4	18.5	17.5	16.5	16.5	11.5	11.5	15.5	14.5	10.5	9.5
762	4	21.5	21.5	19.5	19.5	14.5	13.5	15.5	17.5	12.5	13.5
776	4	20.5	20.5	18.5	17.5	13.5	15.5	16.5	17.5	11.5	12.5
782	4	19.5	21.5	17.5	17.5	13.5	15.5	16.5	17.5	11.5	11.5
785	4	20.5	20.5	17.5	19.5	13.5	13.5	17.5	15.5	13.5	13.5
812	4	20.5	20.5	19.5	17.5	13.5	15.5	17.5	17.5	12.5	12.5
817	4	29.5	30.5	27.5	28.5	24.5	25.5	27.5	25.5	21.5	23.5
849	4	20.5	21.5	18.5	17.5	15.5	13.5	15.5	15.5	12.5	12.5
856	4	20.5	20.5	18.5	17.5	15.5	14.5	17.5	16.5	13.5	13.5
857	4	20.5	20.5	19.5	19.5	15.5	14.5	15.5	16.5	12.5	11.5
882	4	19.5	21.5	18.5	17.5	13.5	14.5	17.5	16.5	11.5	13.5
927	4	20.5	20.5	19.5	19.5	15.5	13.5	16.5	17.5	12.5	13.5
928	4	29.5	30.5	29.5	27.5	24.5	24.5	25.5	26.5	23.5	23.5
937	4	21.5	19.5	17.5	17.5	15.5	14.5	17.5	15.5	13.5	13.5
943	4	19.5	21.5	18.5	18.5	13.5	15.5	15.5	15.5	12.5	11.5
967	4	41.5	40.5	38.5	39.5	34.5	33.5	36.5	36.5	31.5	32.5
999	4	21.5	19.5	17.5	17.5	14.5	15.5	17.5	15.5	13.5	12.5
1008	4	20.5	21.5	19.5	17.5	13.5	14.5	15.5	15.5	11.5	13.5
1011	4	20.5	20.5	18.5	19.5	15.5	14.5	16.5	15.5	13.5	11.5
1013	4	21.5	19.5	19.5	19.5	14.5	15.5	16.5	15.5	13.5	13.5
1014	4	19.5	20.5	17.5	17.5	14.5	14.5	17.5	17.5	12.5	11.5
