N	D	1	2	3	4	5	6	7	8	9	10
717	1	20	19	18	18	13	14	15	14	11	10
723	1	18	19	16	17	12	12	15	14	10	12
763	1	20	18	16	18	12	14	16	15	11	11
768	1	19	20	17	17	12	14	14	16	12	10
782	1	19	19	16	17	12	14	14	15	11	12
785	1	18	18	16	17	13	13	14	15	10	11
801	1	20	19	17	17	14	14	14	15	10	12
813	1	19	19	16	16	13	14	15	14	12	12
833	1	19	19	17	16	14	12	15	16	11	12
846	1	19	18	18	17	13	13	16	16	11	12
880	1	18	19	16	17	14	12	15	15	12	11
908	1	20	20	18	18	14	13	16	15	12	11
922	1	20	20	17	18	14	13	14	16	11	11
970	1	19	18	16	18	13	14	14	16	12	12
992	1	18	19	18	16	14	13	14	16	12	12
993	1	18	18	17	16	14	13	14	16	12	11
1001	1	18	18	16	18	14	13	15	14	11	10
1011	1	20	19	18	18	12	13	15	14	12	12
1045	1	20	19	16	18	14	13	15	14	11	11
1048	1	19	18	18	17	14	14	16	14	10	12
1050	1	18	20	16	17	12	13	15	16	10	12
1054	1	20	20	17	18	12	12	15	15	12	10
1055	1	19	19	16	17	14	13	16	16	10	12
1057	1	19	18	17	17	13	14	14	15	10	12
1087	1	20	20	16	16	14	13	14	14	12	10
1150	1	20	19	18	16	14	14	15	16	12	10
1160	1	20	20	16	18	14	12	14	14	11	12
1161	1	19	19	17	18	12	12	15	15	11	11
1163	1	19	19	18	18	12	12	14	15	10	10
1170	1	29	30	26	27	23	22	25	24	22	21
1173	1	20	19	17	18	12	14	15	15	10	11
1178	1	19	18	17	17	12	13	15	16	12	11
1181	1	20	18	16	16	13	12	14	14	10	10
1212	1	19	20	16	16	14	13	14	16	10	11
1250	1	19	20	16	17	14	12	15	14	11	12
1258	1	19	19	18	17	12	12	16	15	11	12
1289	1	18	19	18	17	13	13	15	16	10	12
1300	1	18	19	18	18	12	12	16	15	12	10
1387	1	20	20	17	17	14	14	14	16	12	12
1389	1	20	19	16	18	13	13	15	15	10	11
1394	1	33	32	32	30	26	28	30	30	25	26
1416	1	18	19	18	18	12	14	14	14	11	11
1417	1	20	20	16	18	13	13	14	14	10	10
1429	1	18	20	17	17	13	13	16	16	11	11
1430	1	20	20	18	16	14	14	16	15	11	11
1435	1	19	19	18	16	14	14	14	14	11	12
1448	1	20	18	16	16	12	13	16	16	12	10
1508	1	18	20	16	16	13	14	15	15	11	10
1572	1	19	19	18	17	13	12	15	15	11	11
1598	1	40	38	38	37	32	34	34	36	31	30
1602	1	19	20	18	16	12	13	14	16	11	12
1604	1	20	18	16	18	12	14	14	16	10	10
1622	1	20	20	16	17	13	12	16	16	11	10
1625	1	19	18	18	16	12	13	15	14	10	11
1628	1	18	18	16	16	13	14	15	14	12	10
1630	1	18	18	16	16	14	12	14	14	11	12
1645	1	19	20	17	17	14	13	16	16	11	11
1686	1	20	18	18	18	14	12	15	15	12	10
1717	1	19	20	18	17	13	14	16	16	10	10
1719	1	19	19	16	16	12	14	14	16	10	11
1732	1	20	20	16	18	12	14	15	15	10	10
1741	1	18	18	17	18	13	14	14	15	11	11
1766	1	18	20	17	18	13	14	15	14	12	10
1800	1	18	18	18	18	13	12	14	16	12	12
12	2	15.5	15.5	15.5	14.5	9.5	9.5	13.5	13.5	9.5	8.5
34	2	18.5	19.5	16.5	18.5	13.5	14.5	14.5	14.5	12.5	11.5
35	2	18.5	18.5	18.5	18.5	13.5	14.5	16.5	16.5	12.5	11.5
42	2	38.5	40.5	37.5	37.5	34.5	33.5	34.5	36.5	32.5	30.5
46	2	18.5	20.5	18.5	16.5	12.5	12.5	14.5	16.5	10.5	12.5
69	2	20.5	20.5	16.5	17.5	12.5	13.5	16.5	14.5	11.5	12.5
83	2	24.5	24.5	22.5	22.5	19.5	18.5	20.5	22.5	18.5	16.5
85	2	17.5	18.5	15.5	14.5	11.5	11.5	14.5	13.5	9.5	8.5
100	2	20.5	19.5	17.5	16.5	13.5	14.5	16.5	16.5	12.5	10.5
112	2	19.5	18.5	16.5	16.5	13.5	13.5	16.5	14.5	11.5	11.5
117	2	20.5	20.5	18.5	16.5	13.5	13.5	16.5	16.5	12.5	12.5
181	2	19.5	20.5	18.5	18.5	14.5	13.5	16.5	16.5	12.5	11.5
192	2	20.5	20.5	18.5	16.5	13.5	13.5	15.5	15.5	12.5	10.5
194	2	19.5	18.5	18.5	17.5	13.5	12.5	14.5	14.5	11.5	10.5
235	2	19.5	18.5	18.5	17.5	13.5	12.5	14.5	14.5	11.5	10.5
237	2	18.5	20.5	16.5	17.5	13.5	12.5	15.5	15.5	12.5	11.5
296	2	19.5	20.5	17.5	17.5	12.5	12.5	14.5	14.5	11.5	12.5
297	2	20.5	20.5	18.5	17.5	14.5	12.5	14.5	16.5	10.5	12.5
303	2	18.5	19.5	17.5	18.5	14.5	14.5	15.5	14.5	10.5	12.5
316	2	20.5	19.5	16.5	16.5	13.5	12.5	16.5	14.5	10.5	11.5
322	2	19.5	20.5	16.5	16.5	14.5	12.5	16.5	16.5	11.5	12.5
370	2	19.5	18.5	17.5	17.5	12.5	13.5	16.5	16.5	12.5	12.5
383	2	18.5	18.5	16.5	16.5	13.5	12.5	15.5	16.5	12.5	10.5
422	2	30.5	29.5	26.5	27.5	23.5	23.5	25.5	24.5	21.5	22.5
448	2	20.5	18.5	18.5	18.5	12.5	12.5	16.5	14.5	10.5	12.5
459	2	18.5	19.5	17.5	18.5	12.5	13.5	16.5	16.5	10.5	12.5
464	2	20.5	19.5	17.5	18.5	12.5	12.5	16.5	14.5	12.5	11.5
474	2	19.5	19.5	17.5	17.5	12.5	14.5	15.5	14.5	12.5	11.5
484	2	20.5	20.5	17.5	17.5	12.5	12.5	14.5	14.5	11.5	12.5
496	2	19.5	18.5	16.5	16.5	14.5	12.5	16.5	15.5	10.5	10.5
503	2	18.5	18.5	18.5	16.5	14.5	12.5	16.5	15.5	12.5	11.5
510	2	18.5	18.5	16.5	18.5	14.5	14.5	16.5	15.5	10.5	10.5
522	2	18.5	19.5	16.5	17.5	14.5	12.5	16.5	16.5	12.5	12.5
527	2	20.5	20.5	16.5	17.5	14.5	14.5	14.5	16.5	12.5	12.5
545	2	19.5	19.5	18.5	17.5	14.5	13.5	16.5	15.5	11.5	12.5
593	2	19.5	19.5	17.5	16.5	12.5	12.5	14.5	15.5	12.5	12.5
613	2	19.5	19.5	17.5	17.5	13.5	14.5	15.5	15.5	12.5	11.5
615	2	19.5	19.5	17.5	18.5	14.5	12.5	16.5	14.5	12.5	11.5
616	2	19.5	20.5	17.5	16.5	13.5	12.5	16.5	14.5	10.5	10.5
617	2	19.5	19.5	18.5	17.5	12.5	13.5	15.5	15.5	11.5	11.5
636	2	25.5	24.5	24.5	23.5	20.5	18.5	22.5	22.5	17.5	18.5
654	2	18.5	18.5	17.5	16.5	14.5	13.5	15.5	15.5	10.5	12.5
666	2	20.5	20.5	17.5	16.5	12.5	12.5	15.5	14.5	12.5	10.5
670	2	18.5	19.5	17.5	17.5	13.5	12.5	15.5	16.5	11.5	10.5
717	2	20.5	19.5	18.5	18.5	13.5	14.5	15.5	14.5	11.5	10.5
723	2	18.5	19.5	16.5	17.5	12.5	12.5	15.5	14.5	10.5	12.5
763	2	20.5	18.5	16.5	18.5	12.5	14.5	16.5	15.5	11.5	11.5
768	2	19.5	20.5	17.5	17.5	12.5	14.5	14.5	16.5	12.5	10.5
782	2	19.5	19.5	16.5	17.5	12.5	14.5	14.5	15.5	11.5	12.5
785	2	18.5	18.5	16.5	17.5	13.5	13.5	14.5	15.5	10.5	11.5
801	2	20.5	19.5	17.5	17.5	14.5	14.5	14.5	15.5	10.5	12.5
813	2	19.5	19.5	16.5	16.5	13.5	14.5	15.5	14.5	12.5	12.5
833	2	19.5	19.5	17.5	16.5	14.5	12.5	15.5	16.5	11.5	12.5
846	2	19.5	18.5	18.5	17.5	13.5	13.5	16.5	16.5	11.5	12.5
880	2	18.5	19.5	16.5	17.5	14.5	12.5	15.5	15.5	12.5	11.5
908	2	20.5	20.5	18.5	18.5	14.5	13.5	16.5	15.5	12.5	11.5
922	2	20.5	20.5	17.5	18.5	14.5	13.5	14.5	16.5	11.5	11.5
970	2	19.5	18.5	16.5	18.5	13.5	14.5	14.5	16.5	12.5	12.5
992	2	18.5	19.5	18.5	16.5	14.5	13.5	14.5	16.5	12.5	12.5
993	2	18.5	18.5	17.5	16.5	14.5	13.5	14.5	16.5	12.5	11.5
1001	2	18.5	18.5	16.5	18.5	14.5	13.5	15.5	14.5	11.5	10.5
1011	2	20.5	19.5	18.5	18.5	12.5	13.5	15.5	14.5	12.5	12.5
1045	2	20.5	19.5	16.5	18.5	14.5	13.5	15.5	14.5	11.5	11.5
1048	2	19.5	18.5	18.5	17.5	14.5	14.5	16.5	14.5	10.5	12.5
1050	2	18.5	20.5	16.5	17.5	12.5	13.5	15.5	16.5	10.5	12.5
1054	2	20.5	20.5	17.5	18.5	12.5	12.5	15.5	15.5	12.5	10.5
1055	2	19.5	19.5	16.5	17.5	14.5	13.5	16.5	16.5	10.5	12.5
1057	2	19.5	18.5	17.5	17.5	13.5	14.5	14.5	15.5	10.5	12.5
1087	2	20.5	20.5	16.5	16.5	14.5	13.5	14.5	14.5	12.5	10.5
1150	2	20.5	19.5	18.5	16.5	14.5	14.5	15.5	16.5	12.5	10.5
1160	2	20.5	20.5	16.5	18.5	14.5	12.5	14.5	14.5	11.5	12.5
1161	2	19.5	19.5	17.5	18.5	12.5	12.5	15.5	15.5	11.5	11.5
1163	2	19.5	19.5	18.5	18.5	12.5	12.5	14.5	15.5	10.5	10.5
1170	2	29.5	30.5	26.5	27.5	23.5	22.5	25.5	24.5	22.5	21.5
1173	2	20.5	19.5	17.5	18.5	12.5	14.5	15.5	15.5	10.5	11.5
1178	2	19.5	18.5	17.5	17.5	12.5	13.5	15.5	16.5	12.5	11.5
1181	2	20.5	18.5	16.5	16.5	13.5	12.5	14.5	14.5	10.5	10.5
1212	2	19.5	20.5	16.5	16.5	14.5	13.5	14.5	16.5	10.5	11.5
1250	2	19.5	20.5	16.5	17.5	14.5	12.5	15.5	14.5	11.5	12.5
1258	2	19.5	19.5	18.5	17.5	12.5	12.5	16.5	15.5	11.5	12.5
1289	2	18.5	19.5	18.5	17.5	13.5	13.5	15.5	16.5	10.5	12.5
1300	2	18.5	19.5	18.5	18.5	12.5	12.5	16.5	15.5	12.5	10.5
1387	2	20.5	20.5	17.5	17.5	14.5	14.5	14.5	16.5	12.5	12.5
1389	2	20.5	19.5	16.5	18.5	13.5	13.5	15.5	15.5	10.5	11.5
1394	2	33.5	32.5	32.5	30.5	26.5	28.5	30.5	30.5	25.5	26.5
1416	2	18.5	19.5	18.5	18.5	12.5	14.5	14.5	14.5	11.5	11.5
1417	2	20.5	20.5	16.5	18.5	13.5	13.5	14.5	14.5	10.5	10.5
1429	2	18.5	20.5	17.5	17.5	13.5	13.5	16.5	16.5	11.5	11.5
1430	2	20.5	20.5	18.5	16.5	14.5	14.5	16.5	15.5	11.5	11.5
1435	2	19.5	19.5	18.5	16.5	14.5	14.5	14.5	14.5	11.5	12.5
1448	2	20.5	18.5	16.5	16.5	12.5	13.5	16.5	16.5	12.5	10.5
1508	2	18.5	20.5	16.5	16.5	13.5	14.5	15.5	15.5	11.5	10.5
1572	2	19.5	19.5	18.5	17.5	13.5	12.5	15.5	15.5	11.5	11.5
1598	2	40.5	38.5	38.5	37.5	32.5	34.5	34.5	36.5	31.5	30.5
1602	2	19.5	20.5	18.5	16.5	12.5	13.5	14.5	16.5	11.5	12.5
1604	2	20.5	18.5	16.5	18.5	12.5	14.5	14.5	16.5	10.5	10.5
1622	2	20.5	20.5	16.5	17.5	13.5	12.5	16.5	16.5	11.5	10.5
1625	2	19.5	18.5	18.5	16.5	12.5	13.5	15.5	14.5	10.5	11.5
1628	2	18.5	18.5	16.5	16.5	13.5	14.5	15.5	14.5	12.5	10.5
1630	2	18.5	18.5	16.5	16.5	14.5	12.5	14.5	14.5	11.5	12.5
1645	2	19.5	20.5	17.5	17.5	14.5	13.5	16.5	16.5	11.5	11.5
1686	2	20.5	18.5	18.5	18.5	14.5	12.5	15.5	15.5	12.5	10.5
1717	2	19.5	20.5	18.5	17.5	13.5	14.5	16.5	16.5	10.5	10.5
1719	2	19.5	19.5	16.5	16.5	12.5	14.5	14.5	16.5	10.5	11.5
1732	2	20.5	20.5	16.5	18.5	12.5	14.5	15.5	15.5	10.5	10.5
1741	2	18.5	18.5	17.5	18.5	13.5	14.5	14.5	15.5	11.5	11.5
1766	2	18.5	20.5	17.5	18.5	13.5	14.5	15.5	14.5	12.5	10.5
1800	2	18.5	18.5	18.5	18.5	13.5	12.5	14.5	16.5	12.5	12.5
12	3	16	16	16	15	10	10	14	14	10	9
34	3	19	20	17	19	14	15	15	15	13	12
35	3	19	19	19	19	14	15	17	17	13	12
42	3	39	41	38	38	35	34	35	37	33	31
46	3	19	21	19	17	13	13	15	17	11	13
69	3	21	21	17	18	13	14	17	15	12	13
83	3	25	25	23	23	20	19	21	23	19	17
85	3	18	19	16	15	12	12	15	14	10	9
100	3	21	20	18	17	14	15	17	17	13	11
112	3	20	19	17	17	14	14	17	15	12	12
117	3	21	21	19	17	14	14	17	17	13	13
181	3	20	21	19	19	15	14	17	17	13	12
192	3	21	21	19	17	14	14	16	16	13	11
194	3	20	19	19	18	14	13	15	15	12	11
235	3	20	19	19	18	14	13	15	15	12	11
237	3	19	21	17	18	14	13	16	16	13	12
296	3	20	21	18	18	13	13	15	15	12	13
297	3	21	21	19	18	15	13	15	17	11	13
303	3	19	20	18	19	15	15	16	15	11	13
316	3	21	20	17	17	14	13	17	15	11	12
322	3	20	21	17	17	15	13	17	17	12	13
370	3	20	19	18	18	13	14	17	17	13	13
383	3	19	19	17	17	14	13	16	17	13	11
422	3	31	30	27	28	24	24	26	25	22	23
448	3	21	19	19	19	13	13	17	15	11	13
459	3	19	20	18	19	13	14	17	17	11	13
464	3	21	20	18	19	13	13	17	15	13	12
474	3	20	20	18	18	13	15	16	15	13	12
484	3	21	21	18	18	13	13	15	15	12	13
496	3	20	19	17	17	15	13	17	16	11	11
503	3	19	19	19	17	15	13	17	16	13	12
510	3	19	19	17	19	15	15	17	16	11	11
522	3	19	20	17	18	15	13	17	17	13	13
527	3	21	21	17	18	15	15	15	17	13	13
545	3	20	20	19	18	15	14	17	16	12	13
593	3	20	20	18	17	13	13	15	16	13	13
613	3	20	20	18	18	14	15	16	16	13	12
615	3	20	20	18	19	15	13	17	15	13	12
616	3	20	21	18	17	14	13	17	15	11	11
617	3	20	20	19	18	13	14	16	16	12	12
636	3	26	25	25	24	21	19	23	23	18	19
654	3	19	19	18	17	15	14	16	16	11	13
666	3	21	21	18	17	13	13	16	15	13	11
670	3	19	20	18	18	14	13	16	17	12	11
717	3	21	20	19	19	14	15	16	15	12	11
723	3	19	20	17	18	13	13	16	15	11	13
763	3	21	19	17	19	13	15	17	16	12	12
768	3	20	21	18	18	13	15	15	17	13	11
782	3	20	20	17	18	13	15	15	16	12	13
785	3	19	19	17	18	14	14	15	16	11	12
801	3	21	20	18	18	15	15	15	16	11	13
813	3	20	20	17	17	14	15	16	15	13	13
833	3	20	20	18	17	15	13	16	17	12	13
846	3	20	19	19	18	14	14	17	17	12	13
880	3	19	20	17	18	15	13	16	16	13	12
908	3	21	21	19	19	15	14	17	16	13	12
922	3	21	21	18	19	15	14	15	17	12	12
970	3	20	19	17	19	14	15	15	17	13	13
992	3	19	20	19	17	15	14	15	17	13	13
993	3	19	19	18	17	15	14	15	17	13	12
1001	3	19	19	17	19	15	14	16	15	12	11
1011	3	21	20	19	19	13	14	16	15	13	13
1045	3	21	20	17	19	15	14	16	15	12	12
1048	3	20	19	19	18	15	15	17	15	11	13
1050	3	19	21	17	18	13	14	16	17	11	13
1054	3	21	21	18	19	13	13	16	16	13	11
1055	3	20	20	17	18	15	14	17	17	11	13
1057	3	20	19	18	18	14	15	15	16	11	13
1087	3	21	21	17	17	15	14	15	15	13	11
1150	3	21	20	19	17	15	15	16	17	13	11
1160	3	21	21	17	19	15	13	15	15	12	13
1161	3	20	20	18	19	13	13	16	16	12	12
1163	3	20	20	19	19	13	13	15	16	11	11
1170	3	30	31	27	28	24	23	26	25	23	22
1173	3	21	20	18	19	13	15	16	16	11	12
1178	3	20	19	18	18	13	14	16	17	13	12
1181	3	21	19	17	17	14	13	15	15	11	11
1212	3	20	21	17	17	15	14	15	17	11	12
1250	3	20	21	17	18	15	13	16	15	12	13
1258	3	20	20	19	18	13	13	17	16	12	13
1289	3	19	20	19	18	14	14	16	17	11	13
1300	3	19	20	19	19	13	13	17	16	13	11
1387	3	21	21	18	18	15	15	15	17	13	13
1389	3	21	20	17	19	14	14	16	16	11	12
1394	3	34	33	33	31	27	29	31	31	26	27
1416	3	19	20	19	19	13	15	15	15	12	12
1417	3	21	21	17	19	14	14	15	15	11	11
1429	3	19	21	18	18	14	14	17	17	12	12
1430	3	21	21	19	17	15	15	17	16	12	12
1435	3	20	20	19	17	15	15	15	15	12	13
1448	3	21	19	17	17	13	14	17	17	13	11
1508	3	19	21	17	17	14	15	16	16	12	11
1572	3	20	20	19	18	14	13	16	16	12	12
1598	3	41	39	39	38	33	35	35	37	32	31
1602	3	20	21	19	17	13	14	15	17	12	13
1604	3	21	19	17	19	13	15	15	17	11	11
1622	3	21	21	17	18	14	13	17	17	12	11
1625	3	20	19	19	17	13	14	16	15	11	12
1628	3	19	19	17	17	14	15	16	15	13	11
1630	3	19	19	17	17	15	13	15	15	12	13
1645	3	20	21	18	18	15	14	17	17	12	12
1686	3	21	19	19	19	15	13	16	16	13	11
1717	3	20	21	19	18	14	15	17	17	11	11
1719	3	20	20	17	17	13	15	15	17	11	12
1732	3	21	21	17	19	13	15	16	16	11	11
1741	3	19	19	18	19	14	15	15	16	12	12
1766	3	19	21	18	19	14	15	16	15	13	11
1800	3	19	19	19	19	14	13	15	17	13	13
12	4	16.5	16.5	16.5	15.5	10.5	10.5	14.5	14.5	10.5	9.5
34	4	19.5	20.5	17.5	19.5	14.5	15.5	15.5	15.5	13.5	12.5
35	4	19.5	19.5	19.5	19.5	14.5	15.5	17.5	17.5	13.5	12.5
42	4	39.5	41.5	38.5	38.5	35.5	34.5	35.5	37.5	33.5	31.5
46	4	19.5	21.5	19.5	17.5	13.5	13.5	15.5	17.5	11.5	13.5
69	4	21.5	21.5	17.5	18.5	13.5	14.5	17.5	15.5	12.5	13.5
83	4	25.5	25.5	23.5	23.5	20.5	19.5	21.5	23.5	19.5	17.5
85	4	18.5	19.5	16.5	15.5	12.5	12.5	15.5	14.5	10.5	9.5
100	4	21.5	20.5	18.5	17.5	14.5	15.5	17.5	17.5	13.5	11.5
112	4	20.5	19.5	17.5	17.5	14.5	14.5	17.5	15.5	12.5	12.5
117	4	21.5	21.5	19.5	17.5	14.5	14.5	17.5	17.5	13.5	13.5
181	4	20.5	21.5	19.5	19.5	15.5	14.5	17.5	17.5	13.5	12.5
192	4	21.5	21.5	19.5	17.5	14.5	14.5	16.5	16.5	13.5	11.5
194	4	20.5	19.5	19.5	18.5	14.5	13.5	15.5	15.5	12.5	11.5
235	4	20.5	19.5	19.5	18.5	14.5	13.5	15.5	15.5	12.5	11.5
237	4	19.5	21.5	17.5	18.5	14.5	13.5	16.5	16.5	13.5	12.5
296	4	20.5	21.5	18.5	18.5	13.5	13.5	15.5	15.5	12.5	13.5
297	4	21.5	21.5	19.5	18.5	15.5	13.5	15.5	17.5	11.5	13.5
303	4	19.5	20.5	18.5	19.5	15.5	15.5	16.5	15.5	11.5	13.5
316	4	21.5	20.5	17.5	17.5	14.5	13.5	17.5	15.5	11.5	12.5
322	4	20.5	21.5	17.5	17.5	15.5	13.5	17.5	17.5	12.5	13.5
370	4	20.5	19.5	18.5	18.5	13.5	14.5	17.5	17.5	13.5	13.5
383	4	19.5	19.5	17.5	17.5	14.5	13.5	16.5	17.5	13.5	11.5
422	4	31.5	30.5	27.5	28.5	24.5	24.5	26.5	25.5	22.5	23.5
448	4	21.5	19.5	19.5	19.5	13.5	13.5	17.5	15.5	11.5	13.5
459	4	19.5	20.5	18.5	19.5	13.5	14.5	17.5	17.5	11.5	13.5
464	4	21.5	20.5	18.5	19.5	13.5	13.5	17.5	15.5	13.5	12.5
474	4	20.5	20.5	18.5	18.5	13.5	15.5	16.5	15.5	13.5	12.5
484	4	21.5	21.5	18.5	18.5	13.5	13.5	15.5	15.5	12.5	13.5
496	4	20.5	19.5	17.5	17.5	15.5	13.5	17.5	16.5	11.5	11.5
503	4	19.5	19.5	19.5	17.5	15.5	13.5	17.5	16.5	13.5	12.5
510	4	19.5	19.5	17.5	19.5	15.5	15.5	17.5	16.5	11.5	11.5
522	4	19.5	20.5	17.5	18.5	15.5	13.5	17.5	17.5	13.5	13.5
527	4	21.5	21.5	17.5	18.5	15.5	15.5	15.5	17.5	13.5	13.5
545	4	20.5	20.5	19.5	18.5	15.5	14.5	17.5	16.5	12.5	13.5
593	4	20.5	20.5	18.5	17.5	13.5	13.5	15.5	16.5	13.5	13.5
613	4	20.5	20.5	18.5	18.5	14.5	15.5	16.5	16.5	13.5	12.5
615	4	20.5	20.5	18.5	19.5	15.5	13.5	17.5	15.5	13.5	12.5
616	4	20.5	21.5	18.5	17.5	14.5	13.5	17.5	15.5	11.5	11.5
617	4	20.5	20.5	19.5	18.5	13.5	14.5	16.5	16.5	12.5	12.5
636	4	26.5	25.5	25.5	24.5	21.5	19.5	23.5	23.5	18.5	19.5
654	4	19.5	19.5	18.5	17.5	15.5	14.5	16.5	16.5	11.5	13.5
666	4	21.5	21.5	18.5	17.5	13.5	13.5	16.5	15.5	13.5	11.5
670	4	19.5	20.5	18.5	18.5	14.5	13.5	16.5	17.5	12.5	11.5
717	4	21.5	20.5	19.5	19.5	14.5	15.5	16.5	15.5	12.5	11.5
723	4	19.5	20.5	17.5	18.5	13.5	13.5	16.5	15.5	11.5	13.5
763	4	21.5	19.5	17.5	19.5	13.5	15.5	17.5	16.5	12.5	12.5
768	4	20.5	21.5	18.5	18.5	13.5	15.5	15.5	17.5	13.5	11.5
782	4	20.5	20.5	17.5	18.5	13.5	15.5	15.5	16.5	12.5	13.5
785	4	19.5	19.5	17.5	18.5	14.5	14.5	15.5	16.5	11.5	12.5
801	4	21.5	20.5	18.5	18.5	15.5	15.5	15.5	16.5	11.5	13.5
813	4	20.5	20.5	17.5	17.5	14.5	15.5	16.5	15.5	13.5	13.5
833	4	20.5	20.5	18.5	17.5	15.5	13.5	16.5	17.5	12.5	13.5
846	4	20.5	19.5	19.5	18.5	14.5	14.5	17.5	17.5	12.5	13.5
880	4	19.5	20.5	17.5	18.5	15.5	13.5	16.5	16.5	13.5	12.5
908	4	21.5	21.5	19.5	19.5	15.5	14.5	17.5	16.5	13.5	12.5
922	4	21.5	21.5	18.5	19.5	15.5	14.5	15.5	17.5	12.5	12.5
970	4	20.5	19.5	17.5	19.5	14.5	15.5	15.5	17.5	13.5	13.5
992	4	19.5	20.5	19.5	17.5	15.5	14.5	15.5	17.5	13.5	13.5
993	4	19.5	19.5	18.5	17.5	15.5	14.5	15.5	17.5	13.5	12.5
1001	4	19.5	19.5	17.5	19.5	15.5	14.5	16.5	15.5	12.5	11.5
1011	4	21.5	20.5	19.5	19.5	13.5	14.5	16.5	15.5	13.5	13.5
1045	4	21.5	20.5	17.5	19.5	15.5	14.5	16.5	15.5	12.5	12.5
1048	4	20.5	19.5	19.5	18.5	15.5	15.5	17.5	15.5	11.5	13.5
1050	4	19.5	21.5	17.5	18.5	13.5	14.5	16.5	17.5	11.5	13.5
1054	4	21.5	21.5	18.5	19.5	13.5	13.5	16.5	16.5	13.5	11.5
1055	4	20.5	20.5	17.5	18.5	15.5	14.5	17.5	17.5	11.5	13.5
1057	4	20.5	19.5	18.5	18.5	14.5	15.5	15.5	16.5	11.5	13.5
1087	4	21.5	21.5	17.5	17.5	15.5	14.5	15.5	15.5	13.5	11.5
1150	4	21.5	20.5	19.5	17.5	15.5	15.5	16.5	17.5	13.5	11.5
1160	4	21.5	21.5	17.5	19.5	15.5	13.5	15.5	15.5	12.5	13.5
1161	4	20.5	20.5	18.5	19.5	13.5	13.5	16.5	16.5	12.5	12.5
1163	4	20.5	20.5	19.5	19.5	13.5	13.5	15.5	16.5	11.5	11.5
1170	4	30.5	31.5	27.5	28.5	24.5	23.5	26.5	25.5	23.5	22.5
1173	4	21.5	20.5	18.5	19.5	13.5	15.5	16.5	16.5	11.5	12.5
1178	4	20.5	19.5	18.5	18.5	13.5	14.5	16.5	17.5	13.5	12.5
1181	4	21.5	19.5	17.5	17.5	14.5	13.5	15.5	15.5	11.5	11.5
1212	4	20.5	21.5	17.5	17.5	15.5	14.5	15.5	17.5	11.5	12.5
1250	4	20.5	21.5	17.5	18.5	15.5	13.5	16.5	15.5	12.5	13.5
1258	4	20.5	20.5	19.5	18.5	13.5	13.5	17.5	16.5	12.5	13.5
1289	4	19.5	20.5	19.5	18.5	14.5	14.5	16.5	17.5	11.5	13.5
1300	4	19.5	20.5	19.5	19.5	13.5	13.5	17.5	16.5	13.5	11.5
1387	4	21.5	21.5	18.5	18.5	15.5	15.5	15.5	17.5	13.5	13.5
1389	4	21.5	20.5	17.5	19.5	14.5	14.5	16.5	16.5	11.5	12.5
1394	4	34.5	33.5	33.5	31.5	27.5	29.5	31.5	31.5	26.5	27.5
1416	4	19.5	20.5	19.5	19.5	13.5	15.5	15.5	15.5	12.5	12.5
1417	4	21.5	21.5	17.5	19.5	14.5	14.5	15.5	15.5	11.5	11.5
