N	D	1	2	3	4	5	6	7	8	9	10
1493	1	15	17	13	15	9	10	13	11	7	7
1494	1	16	16	13	15	11	11	12	13	8	7
1514	1	16	15	13	13	9	11	11	13	8	7
1522	1	15	17	14	14	11	10	13	13	7	7
1526	1	16	15	13	15	10	11	11	13	8	8
1529	1	16	16	14	15	10	9	11	11	8	7
1539	1	17	17	13	15	10	10	11	13	7	8
1546	1	16	16	15	14	9	9	12	13	7	8
1553	1	17	16	13	15	11	11	13	11	7	7
1559	1	16	15	15	13	9	11	12	11	9	8
1561	1	17	17	15	14	10	10	12	12	8	9
1580	1	17	16	14	13	11	11	13	12	8	8
1582	1	15	15	15	14	11	11	12	13	7	8
1585	1	15	17	14	15	9	9	13	11	8	8
1591	1	16	16	14	15	11	11	11	11	9	8
1609	1	16	16	13	14	9	11	13	11	9	7
1611	1	15	16	15	15	9	11	11	12	9	7
1612	1	30	30	28	28	25	23	25	27	22	23
1628	1	16	16	13	15	9	11	13	13	9	8
1637	1	17	15	14	14	10	9	13	12	9	8
1646	1	17	16	13	14	11	10	13	13	8	9
1648	1	24	24	22	20	18	18	19	20	16	15
1650	1	16	17	14	14	9	9	12	12	7	7
1656	1	16	17	13	15	10	10	11	13	8	8
1659	1	16	17	15	15	11	10	11	11	8	9
1664	1	16	16	15	15	10	11	12	11	7	7
1669	1	17	15	15	15	11	11	11	11	7	8
1672	1	17	15	13	15	10	10	11	12	9	9
1673	1	17	15	15	14	11	10	12	11	8	9
1683	1	17	16	15	14	11	10	12	11	9	7
1689	1	17	15	13	15	10	9	12	12	8	8
1696	1	17	17	15	15	11	10	12	13	8	8
1702	1	16	15	15	15	9	9	13	11	8	7
1710	1	15	16	14	13	11	9	13	12	8	7
1711	1	17	16	14	15	10	11	12	11	9	8
1714	1	16	15	15	15	11	10	13	12	8	9
1728	1	31	29	28	27	24	24	27	26	23	22
1745	1	15	17	15	13	9	11	13	12	7	7
1747	1	17	15	14	13	9	11	11	12	9	7
1748	1	17	17	13	14	9	11	13	12	8	9
1750	1	17	17	13	14	10	10	11	12	9	9
1755	1	15	17	13	13	11	10	12	11	7	8
1756	1	17	15	15	14	11	9	13	13	8	8
1757	1	17	16	14	14	9	10	12	11	8	8
1760	1	18	20	18	16	12	14	14	15	10	11
1761	1	15	15	12	12	7	8	11	11	7	5
1763	1	15	15	14	14	11	9	11	13	9	9
1774	1	15	17	13	13	9	11	11	11	8	8
1777	1	17	15	15	15	10	11	12	11	7	9
1787	1	16	15	15	15	9	11	11	13	8	9
1789	1	15	16	14	13	11	9	11	12	8	9
1791	1	16	15	14	13	10	9	11	11	9	7
1792	1	16	16	15	15	9	11	11	12	8	7
1795	1	15	16	14	13	9	9	13	12	7	9
1802	1	17	16	13	15	10	9	11	12	8	8
1803	1	16	16	13	13	9	9	11	12	7	8
1811	1	16	17	14	13	10	10	12	12	8	7
1827	1	15	16	13	15	11	10	13	13	9	8
1828	1	17	15	14	15	11	9	12	12	7	9
1830	1	17	16	13	15	11	10	11	12	8	9
1835	1	16	16	15	13	9	10	11	12	9	7
1838	1	0	0	0	0	0	0	0	0	0	0
253	2	14.5	16.5	13.5	13.5	10.5	10.5	11.5	12.5	6.5	8.5
265	2	14.5	14.5	13.5	12.5	9.5	8.5	10.5	12.5	8.5	8.5
268	2	19.5	17.5	16.5	17.5	11.5	13.5	15.5	13.5	11.5	10.5
271	2	16.5	16.5	14.5	13.5	9.5	10.5	10.5	11.5	7.5	6.5
275	2	16.5	15.5	14.5	13.5	8.5	8.5	12.5	12.5	6.5	7.5
282	2	16.5	15.5	13.5	13.5	9.5	10.5	10.5	12.5	8.5	7.5
286	2	29.5	29.5	26.5	28.5	22.5	22.5	24.5	24.5	21.5	20.5
294	2	15.5	16.5	14.5	12.5	8.5	10.5	12.5	10.5	6.5	8.5
302	2	13.5	13.5	12.5	10.5	6.5	6.5	10.5	9.5	5.5	6.5
305	2	16.5	16.5	14.5	14.5	9.5	8.5	10.5	10.5	6.5	7.5
320	2	15.5	15.5	13.5	13.5	9.5	10.5	10.5	10.5	6.5	7.5
323	2	12.5	13.5	12.5	12.5	6.5	6.5	9.5	9.5	5.5	5.5
328	2	15.5	16.5	13.5	13.5	10.5	9.5	11.5	11.5	8.5	7.5
331	2	14.5	14.5	12.5	13.5	9.5	10.5	11.5	11.5	8.5	6.5
339	2	13.5	13.5	10.5	11.5	6.5	6.5	8.5	9.5	6.5	6.5
348	2	14.5	15.5	14.5	13.5	10.5	8.5	12.5	10.5	7.5	7.5
350	2	14.5	14.5	13.5	12.5	8.5	8.5	10.5	10.5	8.5	6.5
351	2	15.5	15.5	13.5	12.5	8.5	10.5	10.5	12.5	6.5	6.5
352	2	16.5	16.5	12.5	12.5	9.5	10.5	12.5	11.5	8.5	7.5
362	2	15.5	16.5	13.5	12.5	10.5	10.5	11.5	10.5	7.5	7.5
376	2	16.5	15.5	14.5	14.5	10.5	8.5	12.5	10.5	6.5	6.5
377	2	14.5	14.5	12.5	13.5	8.5	8.5	12.5	10.5	7.5	6.5
392	2	15.5	14.5	12.5	13.5	8.5	9.5	12.5	11.5	8.5	6.5
404	2	16.5	16.5	13.5	13.5	8.5	9.5	10.5	12.5	7.5	8.5
406	2	16.5	14.5	12.5	14.5	8.5	9.5	10.5	10.5	8.5	6.5
410	2	29.5	28.5	26.5	26.5	22.5	23.5	26.5	24.5	20.5	22.5
419	2	15.5	14.5	14.5	14.5	9.5	8.5	12.5	12.5	6.5	6.5
429	2	14.5	14.5	12.5	14.5	8.5	8.5	12.5	11.5	6.5	6.5
439	2	16.5	16.5	14.5	12.5	9.5	10.5	11.5	12.5	7.5	8.5
444	2	16.5	15.5	14.5	13.5	10.5	8.5	10.5	11.5	6.5	6.5
450	2	16.5	14.5	14.5	12.5	8.5	10.5	11.5	10.5	7.5	7.5
454	2	14.5	14.5	14.5	14.5	10.5	9.5	10.5	10.5	6.5	7.5
457	2	16.5	16.5	13.5	14.5	8.5	8.5	12.5	11.5	6.5	6.5
465	2	14.5	16.5	12.5	14.5	9.5	8.5	10.5	10.5	6.5	6.5
468	2	22.5	21.5	20.5	20.5	17.5	16.5	17.5	18.5	15.5	14.5
497	2	16.5	14.5	14.5	14.5	10.5	8.5	11.5	12.5	7.5	8.5
501	2	14.5	15.5	12.5	13.5	10.5	8.5	12.5	10.5	8.5	7.5
502	2	14.5	16.5	13.5	13.5	9.5	10.5	12.5	12.5	6.5	8.5
508	2	16.5	16.5	13.5	14.5	9.5	8.5	10.5	11.5	8.5	6.5
513	2	14.5	15.5	13.5	13.5	10.5	8.5	12.5	12.5	7.5	7.5
514	2	16.5	14.5	13.5	14.5	10.5	9.5	12.5	12.5	8.5	7.5
521	2	15.5	16.5	12.5	14.5	10.5	9.5	10.5	12.5	8.5	8.5
536	2	15.5	14.5	14.5	13.5	9.5	9.5	11.5	11.5	7.5	6.5
537	2	16.5	16.5	12.5	13.5	8.5	9.5	11.5	10.5	8.5	7.5
540	2	14.5	15.5	14.5	13.5	8.5	8.5	10.5	11.5	6.5	8.5
542	2	14.5	14.5	14.5	12.5	10.5	10.5	12.5	12.5	8.5	7.5
544	2	16.5	15.5	13.5	13.5	9.5	8.5	11.5	11.5	7.5	8.5
547	2	14.5	16.5	14.5	12.5	8.5	9.5	11.5	10.5	6.5	6.5
550	2	16.5	15.5	14.5	14.5	8.5	9.5	12.5	10.5	6.5	6.5
562	2	14.5	16.5	12.5	12.5	8.5	8.5	10.5	10.5	6.5	7.5
565	2	16.5	14.5	14.5	12.5	8.5	8.5	12.5	11.5	7.5	7.5
577	2	14.5	16.5	13.5	14.5	10.5	10.5	11.5	12.5	6.5	6.5
579	2	14.5	14.5	13.5	12.5	10.5	8.5	11.5	12.5	6.5	8.5
591	2	14.5	14.5	13.5	13.5	9.5	10.5	10.5	11.5	7.5	8.5
602	2	14.5	14.5	13.5	14.5	9.5	10.5	11.5	10.5	7.5	7.5
610	2	14.5	15.5	12.5	14.5	9.5	10.5	11.5	10.5	7.5	6.5
613	2	16.5	15.5	14.5	14.5	10.5	8.5	11.5	12.5	6.5	8.5
615	2	14.5	15.5	14.5	12.5	9.5	8.5	10.5	11.5	6.5	6.5
621	2	15.5	14.5	13.5	12.5	8.5	10.5	12.5	11.5	6.5	6.5
625	2	14.5	15.5	13.5	14.5	8.5	10.5	11.5	11.5	7.5	7.5
626	2	15.5	16.5	12.5	12.5	8.5	8.5	10.5	10.5	7.5	7.5
627	2	16.5	14.5	13.5	14.5	9.5	10.5	11.5	10.5	8.5	8.5
628	2	15.5	15.5	13.5	14.5	10.5	8.5	10.5	12.5	7.5	6.5
630	2	13.5	13.5	10.5	12.5	6.5	8.5	8.5	10.5	6.5	4.5
634	2	12.5	12.5	11.5	10.5	6.5	7.5	10.5	8.5	5.5	6.5
644	2	12.5	12.5	11.5	10.5	6.5	7.5	10.5	8.5	5.5	6.5
645	2	22.5	22.5	21.5	20.5	15.5	16.5	18.5	18.5	15.5	13.5
652	2	14.5	14.5	13.5	12.5	9.5	9.5	10.5	12.5	6.5	6.5
656	2	14.5	14.5	12.5	14.5	10.5	8.5	10.5	11.5	8.5	7.5
662	2	15.5	14.5	12.5	14.5	8.5	10.5	12.5	10.5	8.5	6.5
683	2	43.5	42.5	41.5	40.5	37.5	37.5	39.5	39.5	34.5	35.5
693	2	15.5	14.5	12.5	12.5	8.5	10.5	11.5	10.5	6.5	8.5
697	2	15.5	15.5	13.5	14.5	8.5	10.5	10.5	11.5	6.5	6.5
708	2	14.5	16.5	13.5	13.5	10.5	9.5	12.5	11.5	8.5	6.5
710	2	14.5	15.5	12.5	13.5	9.5	9.5	11.5	10.5	7.5	6.5
712	2	14.5	15.5	12.5	12.5	10.5	10.5	12.5	10.5	8.5	8.5
721	2	15.5	16.5	13.5	12.5	9.5	8.5	11.5	10.5	7.5	7.5
728	2	12.5	12.5	11.5	10.5	8.5	8.5	9.5	9.5	4.5	5.5
744	2	15.5	16.5	13.5	12.5	8.5	8.5	12.5	12.5	8.5	6.5
746	2	15.5	15.5	12.5	14.5	9.5	9.5	12.5	12.5	6.5	7.5
760	2	14.5	16.5	14.5	13.5	8.5	10.5	12.5	11.5	8.5	8.5
765	2	16.5	15.5	12.5	13.5	9.5	8.5	10.5	12.5	7.5	7.5
796	2	15.5	16.5	12.5	14.5	9.5	8.5	11.5	12.5	7.5	7.5
800	2	14.5	14.5	11.5	12.5	8.5	7.5	9.5	10.5	4.5	6.5
802	2	14.5	15.5	12.5	12.5	10.5	8.5	11.5	12.5	8.5	8.5
816	2	15.5	15.5	14.5	12.5	8.5	10.5	12.5	11.5	6.5	7.5
821	2	13.5	14.5	12.5	10.5	7.5	7.5	10.5	8.5	4.5	6.5
827	2	15.5	16.5	12.5	13.5	8.5	10.5	10.5	11.5	8.5	8.5
831	2	14.5	14.5	12.5	12.5	10.5	8.5	12.5	10.5	8.5	6.5
834	2	16.5	14.5	14.5	13.5	10.5	9.5	12.5	12.5	7.5	8.5
839	2	14.5	16.5	12.5	12.5	9.5	9.5	11.5	12.5	8.5	6.5
840	2	14.5	16.5	12.5	14.5	10.5	8.5	12.5	12.5	7.5	8.5
844	2	15.5	14.5	13.5	12.5	10.5	10.5	10.5	11.5	6.5	7.5
855	2	14.5	14.5	14.5	14.5	8.5	8.5	10.5	10.5	6.5	6.5
868	2	15.5	14.5	14.5	13.5	9.5	9.5	12.5	10.5	6.5	6.5
877	2	16.5	16.5	12.5	12.5	10.5	10.5	10.5	11.5	8.5	6.5
889	2	15.5	15.5	12.5	14.5	9.5	8.5	10.5	11.5	7.5	7.5
901	2	15.5	14.5	14.5	14.5	10.5	8.5	10.5	12.5	7.5	6.5
933	2	14.5	14.5	13.5	13.5	8.5	9.5	12.5	12.5	6.5	7.5
934	2	16.5	14.5	13.5	12.5	8.5	10.5	10.5	10.5	7.5	8.5
947	2	16.5	15.5	14.5	13.5	8.5	8.5	12.5	11.5	8.5	6.5
949	2	16.5	16.5	13.5	14.5	8.5	8.5	11.5	12.5	6.5	6.5
951	2	16.5	16.5	14.5	14.5	8.5	8.5	11.5	10.5	7.5	6.5
956	2	23.5	23.5	21.5	19.5	16.5	15.5	17.5	17.5	15.5	13.5
968	2	15.5	16.5	12.5	12.5	8.5	10.5	10.5	12.5	8.5	8.5
972	2	23.5	21.5	19.5	20.5	15.5	16.5	17.5	17.5	14.5	15.5
974	2	15.5	15.5	12.5	12.5	9.5	9.5	12.5	12.5	8.5	8.5
977	2	16.5	15.5	14.5	13.5	8.5	10.5	12.5	12.5	6.5	7.5
983	2	16.5	14.5	12.5	12.5	10.5	8.5	12.5	11.5	8.5	7.5
987	2	16.5	14.5	14.5	12.5	8.5	9.5	12.5	11.5	6.5	6.5
988	2	16.5	14.5	14.5	12.5	8.5	10.5	10.5	11.5	7.5	7.5
990	2	15.5	15.5	14.5	13.5	9.5	9.5	12.5	11.5	6.5	8.5
994	2	16.5	15.5	14.5	13.5	8.5	10.5	12.5	11.5	7.5	7.5
997	2	16.5	14.5	12.5	13.5	10.5	9.5	11.5	10.5	7.5	6.5
998	2	15.5	15.5	12.5	13.5	9.5	9.5	12.5	12.5	8.5	8.5
1011	2	14.5	16.5	12.5	14.5	9.5	9.5	12.5	12.5	7.5	8.5
1041	2	16.5	16.5	12.5	12.5	8.5	10.5	10.5	10.5	6.5	6.5
1042	2	16.5	16.5	13.5	13.5	10.5	8.5	10.5	11.5	8.5	8.5
1052	2	16.5	15.5	12.5	13.5	9.5	10.5	12.5	10.5	6.5	7.5
1068	2	14.5	16.5	14.5	13.5	10.5	9.5	12.5	12.5	8.5	8.5
1070	2	22.5	22.5	19.5	19.5	17.5	16.5	17.5	19.5	13.5	14.5
1071	2	15.5	16.5	13.5	12.5	10.5	10.5	11.5	11.5	6.5	7.5
1074	2	16.5	14.5	12.5	14.5	8.5	9.5	12.5	10.5	6.5	7.5
1086	2	14.5	15.5	12.5	14.5	8.5	8.5	12.5	11.5	6.5	8.5
1090	2	16.5	16.5	14.5	12.5	10.5	8.5	11.5	12.5	7.5	6.5
1096	2	15.5	15.5	13.5	12.5	8.5	9.5	10.5	11.5	8.5	7.5
1099	2	15.5	15.5	13.5	13.5	10.5	8.5	10.5	11.5	6.5	6.5
1102	2	14.5	15.5	13.5	14.5	8.5	10.5	12.5	10.5	8.5	8.5
1106	2	15.5	15.5	12.5	14.5	10.5	8.5	12.5	11.5	8.5	6.5
1108	2	15.5	16.5	13.5	12.5	9.5	9.5	11.5	11.5	6.5	6.5
1109	2	14.5	15.5	13.5	13.5	10.5	9.5	12.5	12.5	7.5	8.5
1121	2	16.5	16.5	12.5	13.5	8.5	10.5	12.5	10.5	8.5	7.5
1122	2	21.5	22.5	21.5	19.5	16.5	15.5	17.5	18.5	15.5	14.5
1134	2	15.5	14.5	13.5	12.5	10.5	10.5	11.5	10.5	7.5	7.5
1142	2	14.5	14.5	14.5	12.5	10.5	8.5	12.5	10.5	6.5	6.5
1144	2	16.5	15.5	14.5	12.5	8.5	9.5	12.5	10.5	7.5	8.5
1145	2	15.5	16.5	14.5	13.5	9.5	8.5	10.5	10.5	7.5	6.5
1148	2	15.5	14.5	14.5	13.5	8.5	10.5	11.5	12.5	7.5	7.5
1153	2	16.5	15.5	13.5	13.5	8.5	8.5	10.5	10.5	8.5	6.5
1154	2	16.5	16.5	13.5	14.5	10.5	9.5	11.5	12.5	6.5	8.5
1158	2	16.5	15.5	13.5	12.5	10.5	9.5	11.5	11.5	6.5	8.5
1174	2	15.5	15.5	13.5	14.5	9.5	10.5	12.5	11.5	8.5	8.5
1175	2	15.5	14.5	14.5	14.5	8.5	8.5	12.5	10.5	7.5	6.5
1187	2	15.5	15.5	12.5	13.5	10.5	9.5	10.5	11.5	6.5	8.5
1191	2	14.5	14.5	12.5	14.5	10.5	8.5	12.5	12.5	6.5	7.5
1192	2	16.5	15.5	12.5	13.5	8.5	8.5	11.5	10.5	7.5	6.5
1193	2	15.5	14.5	12.5	13.5	8.5	8.5	12.5	12.5	6.5	6.5
1211	2	16.5	15.5	14.5	12.5	8.5	8.5	11.5	10.5	7.5	6.5
1213	2	15.5	16.5	14.5	13.5	10.5	8.5	12.5	12.5	8.5	7.5
1229	2	15.5	16.5	12.5	14.5	10.5	8.5	11.5	11.5	7.5	6.5
1236	2	16.5	15.5	14.5	13.5	9.5	9.5	10.5	12.5	7.5	7.5
1241	2	15.5	14.5	12.5	12.5	10.5	9.5	12.5	11.5	8.5	6.5
1242	2	16.5	16.5	13.5	14.5	9.5	10.5	12.5	10.5	8.5	7.5
1246	2	15.5	16.5	12.5	14.5	8.5	10.5	10.5	11.5	6.5	7.5
1257	2	15.5	16.5	12.5	14.5	10.5	8.5	11.5	10.5	7.5	8.5
1269	2	14.5	16.5	12.5	12.5	9.5	8.5	11.5	10.5	8.5	6.5
1281	2	16.5	14.5	13.5	14.5	9.5	9.5	12.5	11.5	7.5	8.5
1282	2	14.5	14.5	13.5	12.5	9.5	9.5	11.5	12.5	6.5	7.5
1288	2	16.5	16.5	14.5	12.5	8.5	10.5	11.5	10.5	6.5	7.5
1290	2	15.5	16.5	12.5	12.5	10.5	10.5	12.5	12.5	7.5	8.5
1295	2	14.5	14.5	14.5	12.5	8.5	8.5	12.5	11.5	8.5	7.5
1307	2	14.5	16.5	14.5	14.5	10.5	10.5	10.5	10.5	7.5	8.5
1308	2	16.5	15.5	14.5	13.5	9.5	10.5	11.5	11.5	6.5	8.5
1309	2	14.5	15.5	12.5	12.5	8.5	10.5	11.5	12.5	8.5	6.5
1319	2	14.5	15.5	13.5	13.5	10.5	10.5	11.5	12.5	7.5	6.5
1326	2	15.5	16.5	12.5	14.5	8.5	10.5	10.5	10.5	6.5	6.5
1330	2	15.5	14.5	13.5	12.5	8.5	10.5	10.5	10.5	7.5	8.5
1332	2	14.5	14.5	13.5	14.5	9.5	9.5	11.5	10.5	7.5	7.5
1343	2	16.5	14.5	14.5	14.5	9.5	8.5	11.5	11.5	6.5	8.5
1344	2	16.5	16.5	14.5	12.5	10.5	10.5	12.5	10.5	6.5	8.5
1346	2	15.5	15.5	13.5	14.5	8.5	8.5	11.5	12.5	7.5	7.5
1355	2	15.5	14.5	14.5	12.5	9.5	8.5	12.5	12.5	7.5	6.5
1356	2	14.5	15.5	14.5	14.5	10.5	9.5	12.5	11.5	7.5	8.5
1371	2	21.5	23.5	21.5	21.5	17.5	16.5	19.5	17.5	15.5	13.5
1374	2	16.5	14.5	12.5	13.5	9.5	9.5	12.5	11.5	8.5	8.5
