N	D	1	2	3	4	5	6	7	8	9	10
663	4	20.5	19.5	19.5	17.5	13.5	13.5	17.5	17.5	11.5	11.5
667	4	19.5	21.5	18.5	19.5	15.5	15.5	15.5	16.5	13.5	13.5
738	4	20.5	19.5	19.5	18.5	15.5	14.5	16.5	17.5	13.5	13.5
754	4	19.5	19.5	18.5	17.5	13.5	15.5	15.5	16.5	11.5	11.5
802	4	21.5	21.5	19.5	19.5	15.5	14.5	17.5	17.5	13.5	11.5
817	4	19.5	19.5	17.5	17.5	13.5	15.5	16.5	16.5	11.5	12.5
864	4	19.5	20.5	18.5	19.5	14.5	13.5	15.5	17.5	13.5	12.5
895	4	20.5	19.5	19.5	18.5	13.5	15.5	16.5	15.5	11.5	11.5
921	4	21.5	19.5	17.5	17.5	15.5	15.5	15.5	16.5	13.5	12.5
1095	4	20.5	19.5	19.5	19.5	14.5	13.5	16.5	17.5	11.5	12.5
1117	4	20.5	19.5	18.5	18.5	15.5	15.5	17.5	16.5	11.5	11.5
1132	4	21.5	21.5	19.5	17.5	15.5	14.5	17.5	15.5	13.5	11.5
1190	4	19.5	20.5	19.5	17.5	14.5	14.5	17.5	15.5	12.5	13.5
1276	4	29.5	29.5	27.5	29.5	25.5	24.5	27.5	26.5	22.5	22.5
1278	4	19.5	19.5	18.5	17.5	14.5	14.5	15.5	15.5	11.5	13.5
1322	4	20.5	20.5	19.5	19.5	15.5	13.5	16.5	16.5	12.5	13.5
1455	4	19.5	20.5	19.5	19.5	14.5	13.5	15.5	16.5	13.5	13.5
1577	4	21.5	19.5	17.5	19.5	15.5	13.5	16.5	16.5	13.5	12.5
1631	4	19.5	19.5	18.5	17.5	14.5	14.5	17.5	15.5	13.5	11.5
1658	4	21.5	21.5	19.5	19.5	13.5	14.5	17.5	15.5	11.5	13.5
1694	4	20.5	19.5	18.5	17.5	13.5	13.5	16.5	17.5	13.5	12.5
1836	4	20.5	20.5	18.5	18.5	13.5	14.5	15.5	17.5	12.5	11.5
63	5	20	19	17	16	12	13	14	15	10	12
82	5	18	19	17	18	12	14	16	14	12	10
153	5	19	19	16	17	13	12	14	16	10	12
167	5	18	19	16	16	14	13	15	16	12	11
191	5	30	29	28	28	24	24	25	26	22	22
235	5	30	29	28	28	24	24	25	26	22	22
317	5	19	19	18	17	13	13	16	16	12	11
366	5	19	19	18	18	13	13	14	14	11	11
382	5	19	20	16	17	12	13	15	16	10	12
452	5	20	19	17	16	12	14	14	14	11	10
562	5	28	29	26	28	22	24	25	26	20	20
572	5	19	18	16	16	14	13	16	15	10	12
635	5	18	18	17	18	13	13	16	15	10	12
663	5	19	20	17	17	12	13	15	15	11	12
667	5	18	19	18	18	14	13	16	14	10	12
738	5	18	19	16	16	12	14	14	14	11	10
754	5	20	18	17	16	14	14	15	14	10	10
802	5	19	19	18	18	12	13	16	15	12	11
817	5	18	18	18	16	12	12	16	14	12	10
864	5	20	18	18	16	13	14	15	15	12	12
895	5	18	18	16	17	14	13	14	16	11	12
921	5	19	18	16	17	12	13	15	15	10	12
1095	5	19	19	18	16	13	13	15	15	12	11
1117	5	20	19	17	18	14	13	14	14	11	12
1132	5	18	20	18	18	12	14	15	14	10	10
1190	5	19	20	17	17	12	13	16	14	12	12
1276	5	28	28	28	26	23	24	25	26	20	22
1278	5	19	18	18	17	12	14	14	16	10	10
1322	5	19	18	17	17	12	14	14	16	10	10
1455	5	18	18	17	17	13	12	14	16	12	10
1577	5	19	18	18	17	12	14	14	14	11	12
1631	5	19	20	18	18	13	14	14	14	10	12
1658	5	20	19	17	17	14	12	14	16	11	10
1694	5	18	18	17	16	14	12	15	15	12	10
1836	5	19	19	17	16	12	13	16	15	10	11
63	6	20.5	19.5	17.5	16.5	12.5	13.5	14.5	15.5	10.5	12.5
82	6	18.5	19.5	17.5	18.5	12.5	14.5	16.5	14.5	12.5	10.5
153	6	19.5	19.5	16.5	17.5	13.5	12.5	14.5	16.5	10.5	12.5
167	6	18.5	19.5	16.5	16.5	14.5	13.5	15.5	16.5	12.5	11.5
191	6	30.5	29.5	28.5	28.5	24.5	24.5	25.5	26.5	22.5	22.5
235	6	30.5	29.5	28.5	28.5	24.5	24.5	25.5	26.5	22.5	22.5
317	6	19.5	19.5	18.5	17.5	13.5	13.5	16.5	16.5	12.5	11.5
366	6	19.5	19.5	18.5	18.5	13.5	13.5	14.5	14.5	11.5	11.5
382	6	19.5	20.5	16.5	17.5	12.5	13.5	15.5	16.5	10.5	12.5
452	6	20.5	19.5	17.5	16.5	12.5	14.5	14.5	14.5	11.5	10.5
562	6	28.5	29.5	26.5	28.5	22.5	24.5	25.5	26.5	20.5	20.5
572	6	19.5	18.5	16.5	16.5	14.5	13.5	16.5	15.5	10.5	12.5
635	6	18.5	18.5	17.5	18.5	13.5	13.5	16.5	15.5	10.5	12.5
663	6	19.5	20.5	17.5	17.5	12.5	13.5	15.5	15.5	11.5	12.5
667	6	18.5	19.5	18.5	18.5	14.5	13.5	16.5	14.5	10.5	12.5
738	6	18.5	19.5	16.5	16.5	12.5	14.5	14.5	14.5	11.5	10.5
754	6	20.5	18.5	17.5	16.5	14.5	14.5	15.5	14.5	10.5	10.5
802	6	19.5	19.5	18.5	18.5	12.5	13.5	16.5	15.5	12.5	11.5
817	6	18.5	18.5	18.5	16.5	12.5	12.5	16.5	14.5	12.5	10.5
864	6	20.5	18.5	18.5	16.5	13.5	14.5	15.5	15.5	12.5	12.5
895	6	18.5	18.5	16.5	17.5	14.5	13.5	14.5	16.5	11.5	12.5
921	6	19.5	18.5	16.5	17.5	12.5	13.5	15.5	15.5	10.5	12.5
1095	6	19.5	19.5	18.5	16.5	13.5	13.5	15.5	15.5	12.5	11.5
1117	6	20.5	19.5	17.5	18.5	14.5	13.5	14.5	14.5	11.5	12.5
1132	6	18.5	20.5	18.5	18.5	12.5	14.5	15.5	14.5	10.5	10.5
1190	6	19.5	20.5	17.5	17.5	12.5	13.5	16.5	14.5	12.5	12.5
1276	6	28.5	28.5	28.5	26.5	23.5	24.5	25.5	26.5	20.5	22.5
1278	6	19.5	18.5	18.5	17.5	12.5	14.5	14.5	16.5	10.5	10.5
1322	6	19.5	18.5	17.5	17.5	12.5	14.5	14.5	16.5	10.5	10.5
1455	6	18.5	18.5	17.5	17.5	13.5	12.5	14.5	16.5	12.5	10.5
1577	6	19.5	18.5	18.5	17.5	12.5	14.5	14.5	14.5	11.5	12.5
1631	6	19.5	20.5	18.5	18.5	13.5	14.5	14.5	14.5	10.5	12.5
1658	6	20.5	19.5	17.5	17.5	14.5	12.5	14.5	16.5	11.5	10.5
1694	6	18.5	18.5	17.5	16.5	14.5	12.5	15.5	15.5	12.5	10.5
1836	6	19.5	19.5	17.5	16.5	12.5	13.5	16.5	15.5	10.5	11.5
63	7	21	20	18	17	13	14	15	16	11	13
82	7	19	20	18	19	13	15	17	15	13	11
153	7	20	20	17	18	14	13	15	17	11	13
167	7	19	20	17	17	15	14	16	17	13	12
191	7	31	30	29	29	25	25	26	27	23	23
235	7	31	30	29	29	25	25	26	27	23	23
317	7	20	20	19	18	14	14	17	17	13	12
366	7	20	20	19	19	14	14	15	15	12	12
382	7	20	21	17	18	13	14	16	17	11	13
452	7	21	20	18	17	13	15	15	15	12	11
562	7	29	30	27	29	23	25	26	27	21	21
572	7	20	19	17	17	15	14	17	16	11	13
635	7	19	19	18	19	14	14	17	16	11	13
663	7	20	21	18	18	13	14	16	16	12	13
667	7	19	20	19	19	15	14	17	15	11	13
738	7	19	20	17	17	13	15	15	15	12	11
754	7	21	19	18	17	15	15	16	15	11	11
802	7	20	20	19	19	13	14	17	16	13	12
817	7	19	19	19	17	13	13	17	15	13	11
864	7	21	19	19	17	14	15	16	16	13	13
895	7	19	19	17	18	15	14	15	17	12	13
921	7	20	19	17	18	13	14	16	16	11	13
1095	7	20	20	19	17	14	14	16	16	13	12
1117	7	21	20	18	19	15	14	15	15	12	13
1132	7	19	21	19	19	13	15	16	15	11	11
1190	7	20	21	18	18	13	14	17	15	13	13
1276	7	29	29	29	27	24	25	26	27	21	23
1278	7	20	19	19	18	13	15	15	17	11	11
1322	7	20	19	18	18	13	15	15	17	11	11
1455	7	19	19	18	18	14	13	15	17	13	11
1577	7	20	19	19	18	13	15	15	15	12	13
1631	7	20	21	19	19	14	15	15	15	11	13
1658	7	21	20	18	18	15	13	15	17	12	11
1694	7	19	19	18	17	15	13	16	16	13	11
1836	7	20	20	18	17	13	14	17	16	11	12
63	8	21.5	20.5	18.5	17.5	13.5	14.5	15.5	16.5	11.5	13.5
82	8	19.5	20.5	18.5	19.5	13.5	15.5	17.5	15.5	13.5	11.5
153	8	20.5	20.5	17.5	18.5	14.5	13.5	15.5	17.5	11.5	13.5
167	8	19.5	20.5	17.5	17.5	15.5	14.5	16.5	17.5	13.5	12.5
191	8	31.5	30.5	29.5	29.5	25.5	25.5	26.5	27.5	23.5	23.5
235	8	31.5	30.5	29.5	29.5	25.5	25.5	26.5	27.5	23.5	23.5
317	8	20.5	20.5	19.5	18.5	14.5	14.5	17.5	17.5	13.5	12.5
366	8	20.5	20.5	19.5	19.5	14.5	14.5	15.5	15.5	12.5	12.5
382	8	20.5	21.5	17.5	18.5	13.5	14.5	16.5	17.5	11.5	13.5
452	8	21.5	20.5	18.5	17.5	13.5	15.5	15.5	15.5	12.5	11.5
562	8	29.5	30.5	27.5	29.5	23.5	25.5	26.5	27.5	21.5	21.5
572	8	20.5	19.5	17.5	17.5	15.5	14.5	17.5	16.5	11.5	13.5
635	8	19.5	19.5	18.5	19.5	14.5	14.5	17.5	16.5	11.5	13.5
663	8	20.5	21.5	18.5	18.5	13.5	14.5	16.5	16.5	12.5	13.5
667	8	19.5	20.5	19.5	19.5	15.5	14.5	17.5	15.5	11.5	13.5
738	8	19.5	20.5	17.5	17.5	13.5	15.5	15.5	15.5	12.5	11.5
754	8	21.5	19.5	18.5	17.5	15.5	15.5	16.5	15.5	11.5	11.5
802	8	20.5	20.5	19.5	19.5	13.5	14.5	17.5	16.5	13.5	12.5
817	8	19.5	19.5	19.5	17.5	13.5	13.5	17.5	15.5	13.5	11.5
864	8	21.5	19.5	19.5	17.5	14.5	15.5	16.5	16.5	13.5	13.5
895	8	19.5	19.5	17.5	18.5	15.5	14.5	15.5	17.5	12.5	13.5
921	8	20.5	19.5	17.5	18.5	13.5	14.5	16.5	16.5	11.5	13.5
1095	8	20.5	20.5	19.5	17.5	14.5	14.5	16.5	16.5	13.5	12.5
1117	8	21.5	20.5	18.5	19.5	15.5	14.5	15.5	15.5	12.5	13.5
1132	8	19.5	21.5	19.5	19.5	13.5	15.5	16.5	15.5	11.5	11.5
1190	8	20.5	21.5	18.5	18.5	13.5	14.5	17.5	15.5	13.5	13.5
1276	8	29.5	29.5	29.5	27.5	24.5	25.5	26.5	27.5	21.5	23.5
1278	8	20.5	19.5	19.5	18.5	13.5	15.5	15.5	17.5	11.5	11.5
1322	8	20.5	19.5	18.5	18.5	13.5	15.5	15.5	17.5	11.5	11.5
1455	8	19.5	19.5	18.5	18.5	14.5	13.5	15.5	17.5	13.5	11.5
1577	8	20.5	19.5	19.5	18.5	13.5	15.5	15.5	15.5	12.5	13.5
1631	8	20.5	21.5	19.5	19.5	14.5	15.5	15.5	15.5	11.5	13.5
1658	8	21.5	20.5	18.5	18.5	15.5	13.5	15.5	17.5	12.5	11.5
1694	8	19.5	19.5	18.5	17.5	15.5	13.5	16.5	16.5	13.5	11.5
1836	8	20.5	20.5	18.5	17.5	13.5	14.5	17.5	16.5	11.5	12.5
